2020-01-02	Thursday	15	돈까스/일식	8	맑음 추움
2020-01-02	Thursday	15	분식	31	맑음 추움
2020-01-02	Thursday	15	아시안/양식	12	맑음 추움
2020-01-02	Thursday	15	야식	4	맑음 추움
2020-01-02	Thursday	15	족발/보쌈	7	맑음 추움
2020-01-02	Thursday	15	중식	6	맑음 추움
2020-01-02	Thursday	15	찜탕	2	맑음 추움
2020-01-02	Thursday	15	치킨	36	맑음 추움
2020-01-02	Thursday	15	카페/디저트	22	맑음 추움
2020-01-02	Thursday	15	패스트푸드	25	맑음 추움
2020-01-02	Thursday	15	피자	12	맑음 추움
2020-01-02	Thursday	15	한식	20	맑음 추움
2020-01-02	Thursday	16	도시락	2	맑음 추움
2020-01-02	Thursday	16	돈까스/일식	13	맑음 추움
2020-01-02	Thursday	16	분식	43	맑음 추움
2020-01-02	Thursday	16	아시안/양식	3	맑음 추움
2020-01-02	Thursday	16	야식	7	맑음 추움
2020-01-02	Thursday	16	족발/보쌈	7	맑음 추움
2020-01-02	Thursday	16	중식	4	맑음 추움
2020-01-02	Thursday	16	찜탕	3	맑음 추움
2020-01-02	Thursday	16	치킨	54	맑음 추움
2020-01-02	Thursday	16	카페/디저트	22	맑음 추움
2020-01-02	Thursday	16	패스트푸드	22	맑음 추움
2020-01-02	Thursday	16	피자	18	맑음 추움
2020-01-02	Thursday	16	한식	15	맑음 추움
2020-01-02	Thursday	16	회	1	맑음 추움
2020-01-02	Thursday	17	도시락	2	맑음 추움
2020-01-02	Thursday	17	돈까스/일식	23	맑음 추움
2020-01-02	Thursday	17	분식	53	맑음 추움
2020-01-02	Thursday	17	아시안/양식	11	맑음 추움
2020-01-02	Thursday	17	야식	11	맑음 추움
2020-01-02	Thursday	17	족발/보쌈	30	맑음 추움
2020-01-02	Thursday	17	중식	4	맑음 추움
2020-01-02	Thursday	17	찜탕	7	맑음 추움
2020-01-02	Thursday	17	치킨	72	맑음 추움
2020-01-02	Thursday	17	카페/디저트	25	맑음 추움
2020-01-02	Thursday	17	패스트푸드	29	맑음 추움
2020-01-02	Thursday	17	피자	27	맑음 추움
2020-01-02	Thursday	17	한식	29	맑음 추움
2020-01-02	Thursday	17	회	2	맑음 추움
2020-01-02	Thursday	18	도시락	5	맑음 추움
2020-01-02	Thursday	18	돈까스/일식	24	맑음 추움
2020-01-02	Thursday	18	분식	88	맑음 추움
2020-01-02	Thursday	18	아시안/양식	19	맑음 추움
2020-01-02	Thursday	18	야식	25	맑음 추움
2020-01-02	Thursday	18	족발/보쌈	58	맑음 추움
2020-01-02	Thursday	18	중식	11	맑음 추움
2020-01-02	Thursday	18	찜탕	15	맑음 추움
2020-01-02	Thursday	18	치킨	158	맑음 추움
2020-01-02	Thursday	18	카페/디저트	21	맑음 추움
2020-01-02	Thursday	18	패스트푸드	34	맑음 추움
2020-01-02	Thursday	18	피자	36	맑음 추움
2020-01-02	Thursday	18	한식	53	맑음 추움
2020-01-02	Thursday	18	회	9	맑음 추움
2020-01-02	Thursday	19	도시락	2	맑음 추움
2020-01-02	Thursday	19	돈까스/일식	25	맑음 추움
2020-01-02	Thursday	19	분식	90	맑음 추움
2020-01-02	Thursday	19	아시안/양식	17	맑음 추움
2020-01-02	Thursday	19	야식	25	맑음 추움
2020-01-02	Thursday	19	족발/보쌈	55	맑음 추움
2020-01-02	Thursday	19	중식	12	맑음 추움
2020-01-02	Thursday	19	찜탕	13	맑음 추움
2020-01-02	Thursday	19	치킨	154	맑음 추움
2020-01-02	Thursday	19	카페/디저트	38	맑음 추움
2020-01-02	Thursday	19	패스트푸드	41	맑음 추움
2020-01-02	Thursday	19	피자	42	맑음 추움
2020-01-02	Thursday	19	한식	57	맑음 추움
2020-01-02	Thursday	19	회	11	맑음 추움
2020-01-02	Thursday	20	도시락	1	맑음 추움
2020-01-02	Thursday	20	돈까스/일식	17	맑음 추움
2020-01-02	Thursday	20	분식	51	맑음 추움
2020-01-02	Thursday	20	아시안/양식	15	맑음 추움
2020-01-02	Thursday	20	야식	14	맑음 추움
2020-01-02	Thursday	20	족발/보쌈	32	맑음 추움
2020-01-02	Thursday	20	중식	9	맑음 추움
2020-01-02	Thursday	20	찜탕	5	맑음 추움
2020-01-02	Thursday	20	치킨	130	맑음 추움
2020-01-02	Thursday	20	카페/디저트	45	맑음 추움
2020-01-02	Thursday	20	패스트푸드	33	맑음 추움
2020-01-02	Thursday	20	피자	34	맑음 추움
2020-01-02	Thursday	20	한식	27	맑음 추움
