id,date,gu,patient_count
7602,2021-05-22,강서구,4
7603,2021-05-22,관악구,9
7604,2021-05-22,광진구,12
7605,2021-05-22,구로구,6
7606,2021-05-22,금천구,6
7607,2021-05-22,노원구,12
7608,2021-05-22,도봉구,2
7609,2021-05-22,동대문구,2
7610,2021-05-22,동작구,10
7611,2021-05-22,마포구,6
7612,2021-05-22,서대문구,6
7613,2021-05-22,서초구,4
7614,2021-05-22,성동구,2
7615,2021-05-22,성북구,8
7616,2021-05-22,송파구,27
7617,2021-05-22,영등포구,7
7618,2021-05-22,용산구,5
7619,2021-05-22,은평구,7
7620,2021-05-22,종로구,3
7621,2021-05-22,중구,2
7622,2021-05-22,중랑구,6
7624,2021-05-23,강남구,12
7625,2021-05-23,강동구,13
7626,2021-05-23,강북구,3
7627,2021-05-23,강서구,2
7628,2021-05-23,관악구,5
7629,2021-05-23,광진구,8
7630,2021-05-23,구로구,2
7631,2021-05-23,금천구,1
7632,2021-05-23,노원구,10
7633,2021-05-23,도봉구,3
7634,2021-05-23,동대문구,8
7635,2021-05-23,동작구,9
7636,2021-05-23,마포구,1
7637,2021-05-23,서대문구,5
7638,2021-05-23,서초구,3
7639,2021-05-23,성동구,7
7640,2021-05-23,성북구,4
7641,2021-05-23,송파구,16
7642,2021-05-23,양천구,1
7643,2021-05-23,영등포구,5
7644,2021-05-23,용산구,2
7645,2021-05-23,은평구,3
7646,2021-05-23,종로구,1
7647,2021-05-23,중구,2
7648,2021-05-23,중랑구,5
7650,2021-05-24,강남구,10
7651,2021-05-24,강동구,13
7652,2021-05-24,강북구,4
7653,2021-05-24,강서구,2
7654,2021-05-24,관악구,2
7655,2021-05-24,구로구,6
7656,2021-05-24,금천구,10
7657,2021-05-24,노원구,7
7658,2021-05-24,도봉구,5
7659,2021-05-24,동대문구,4
7660,2021-05-24,동작구,3
7661,2021-05-24,마포구,3
7662,2021-05-24,서대문구,5
7663,2021-05-24,서초구,8
7664,2021-05-24,성동구,3
7665,2021-05-24,성북구,9
7666,2021-05-24,송파구,15
7667,2021-05-24,영등포구,3
7668,2021-05-24,용산구,6
7669,2021-05-24,은평구,6
7670,2021-05-24,중구,1
7671,2021-05-24,중랑구,10
7673,2021-05-25,강남구,17
7674,2021-05-25,강동구,17
7675,2021-05-25,강북구,14
7676,2021-05-25,강서구,7
7677,2021-05-25,관악구,9
7678,2021-05-25,광진구,11
7679,2021-05-25,구로구,8
7680,2021-05-25,금천구,8
7681,2021-05-25,노원구,14
7682,2021-05-25,도봉구,8
7683,2021-05-25,동대문구,1
7684,2021-05-25,동작구,7
7685,2021-05-25,마포구,5
7686,2021-05-25,서대문구,15
7687,2021-05-25,서초구,21
7688,2021-05-25,성동구,10
7689,2021-05-25,성북구,10
7690,2021-05-25,송파구,17
7691,2021-05-25,양천구,5
7692,2021-05-25,영등포구,16
7693,2021-05-25,용산구,12
7694,2021-05-25,은평구,3
7695,2021-05-25,종로구,5
7696,2021-05-25,중구,3
7697,2021-05-25,중랑구,13
7699,2021-05-26,강남구,19
7700,2021-05-26,강동구,16
7701,2021-05-26,강북구,6
7702,2021-05-26,강서구,4
7703,2021-05-26,관악구,7
7704,2021-05-26,광진구,7
7705,2021-05-26,구로구,5
7706,2021-05-26,금천구,2
7707,2021-05-26,노원구,11
7708,2021-05-26,도봉구,2
7709,2021-05-26,동대문구,4
7710,2021-05-26,동작구,6
7711,2021-05-26,마포구,9
7712,2021-05-26,서대문구,11
7713,2021-05-26,서초구,17
7714,2021-05-26,성동구,8
7715,2021-05-26,성북구,7
7716,2021-05-26,송파구,22
7717,2021-05-26,양천구,4
7718,2021-05-26,영등포구,8
7719,2021-05-26,용산구,6
7720,2021-05-26,은평구,9
7721,2021-05-26,종로구,4
7722,2021-05-26,중랑구,13
7724,2021-05-27,강남구,15
7725,2021-05-27,강동구,6
7726,2021-05-27,강북구,8
7727,2021-05-27,강서구,9
7728,2021-05-27,관악구,4
7729,2021-05-27,광진구,3
7730,2021-05-27,구로구,12
7731,2021-05-27,금천구,7
7732,2021-05-27,노원구,12
7733,2021-05-27,도봉구,6
7734,2021-05-27,동대문구,7
7735,2021-05-27,동작구,4
7736,2021-05-27,마포구,8
7737,2021-05-27,서대문구,10
7738,2021-05-27,서초구,10
7739,2021-05-27,성동구,7
7740,2021-05-27,성북구,5
7741,2021-05-27,송파구,15
7742,2021-05-27,양천구,8
7743,2021-05-27,영등포구,10
7744,2021-05-27,용산구,10
7745,2021-05-27,은평구,9
7746,2021-05-27,종로구,2
7747,2021-05-27,중구,7
7748,2021-05-27,중랑구,7
7750,2021-05-28,강남구,15
7751,2021-05-28,강동구,7
7752,2021-05-28,강북구,4
7753,2021-05-28,강서구,3
7754,2021-05-28,관악구,3
7755,2021-05-28,광진구,10
7756,2021-05-28,구로구,6
7757,2021-05-28,금천구,4
7758,2021-05-28,노원구,10
7759,2021-05-28,도봉구,5
7760,2021-05-28,동대문구,3
7761,2021-05-28,동작구,3
7762,2021-05-28,마포구,10
7763,2021-05-28,서대문구,7
7764,2021-05-28,서초구,12
7765,2021-05-28,성동구,6
7766,2021-05-28,성북구,6
7767,2021-05-28,송파구,28
7768,2021-05-28,양천구,1
7769,2021-05-28,영등포구,6
7770,2021-05-28,용산구,15
7771,2021-05-28,은평구,2
7772,2021-05-28,종로구,1
7773,2021-05-28,중구,2
7774,2021-05-28,중랑구,13
7776,2021-05-29,강남구,16
7777,2021-05-29,강동구,6
7778,2021-05-29,강북구,6
7779,2021-05-29,강서구,6
7780,2021-05-29,관악구,5
7781,2021-05-29,광진구,6
7782,2021-05-29,구로구,5
7783,2021-05-29,금천구,5
7784,2021-05-29,노원구,12
7785,2021-05-29,도봉구,5
7786,2021-05-29,동대문구,7
7787,2021-05-29,동작구,4
7788,2021-05-29,마포구,5
7789,2021-05-29,서대문구,13
7790,2021-05-29,서초구,5
7791,2021-05-29,성동구,5
7792,2021-05-29,성북구,11
7793,2021-05-29,송파구,16
7794,2021-05-29,양천구,5
7795,2021-05-29,영등포구,1
7796,2021-05-29,용산구,4
7797,2021-05-29,은평구,2
7798,2021-05-29,종로구,3
7799,2021-05-29,중랑구,4
7801,2021-05-30,강남구,14
7802,2021-05-30,강동구,7
7803,2021-05-30,강북구,7
7804,2021-05-30,강서구,6
7805,2021-05-30,관악구,3
7806,2021-05-30,광진구,3
7807,2021-05-30,구로구,2
7808,2021-05-30,금천구,8
7809,2021-05-30,노원구,8
7810,2021-05-30,도봉구,2
7811,2021-05-30,동대문구,5
7812,2021-05-30,동작구,4
7813,2021-05-30,마포구,8
7814,2021-05-30,서대문구,3
7815,2021-05-30,서초구,3
7816,2021-05-30,성동구,7
7817,2021-05-30,성북구,4
7818,2021-05-30,송파구,10
7819,2021-05-30,양천구,5
7820,2021-05-30,영등포구,5
7821,2021-05-30,용산구,2
7822,2021-05-30,중구,1
7823,2021-05-30,중랑구,12
7825,2021-05-31,강남구,20
7826,2021-05-31,강동구,4
7827,2021-05-31,강북구,16
7828,2021-05-31,강서구,6
7829,2021-05-31,관악구,2
7830,2021-05-31,광진구,5
7831,2021-05-31,구로구,4
7832,2021-05-31,금천구,4
7834,2021-05-31,노원구,11
7835,2021-05-31,도봉구,7
7836,2021-05-31,동대문구,3
7837,2021-05-31,동작구,3
7838,2021-05-31,마포구,3
7839,2021-05-31,서대문구,5
7840,2021-05-31,서초구,7
7841,2021-05-31,성동구,2
7842,2021-05-31,성북구,12
7843,2021-05-31,송파구,9
7844,2021-05-31,양천구,4
7845,2021-05-31,영등포구,3
7846,2021-05-31,은평구,5
7847,2021-05-31,중구,1
7848,2021-05-31,중랑구,6
7850,2021-06-01,강남구,25
7851,2021-06-01,강동구,15
7852,2021-06-01,강북구,13
7853,2021-06-01,강서구,5
7854,2021-06-01,관악구,6
7855,2021-06-01,광진구,8
7856,2021-06-01,구로구,2
7857,2021-06-01,금천구,9
7859,2021-06-01,노원구,8
7860,2021-06-01,도봉구,11
7861,2021-06-01,동대문구,7
7862,2021-06-01,동작구,11
7863,2021-06-01,마포구,7
7864,2021-06-01,서대문구,8
7865,2021-06-01,서초구,18
7866,2021-06-01,성동구,9
7867,2021-06-01,성북구,8
7868,2021-06-01,송파구,16
7869,2021-06-01,양천구,4
7870,2021-06-01,영등포구,3
7871,2021-06-01,용산구,6
7872,2021-06-01,은평구,8
7873,2021-06-01,종로구,1
7874,2021-06-01,중구,1
7875,2021-06-01,중랑구,25
7877,2021-06-02,강남구,20
7878,2021-06-02,강동구,17
7879,2021-06-02,강북구,10
7880,2021-06-02,강서구,11
7881,2021-06-02,관악구,7
7882,2021-06-02,광진구,6
7883,2021-06-02,구로구,1
7884,2021-06-02,금천구,5
7886,2021-06-02,노원구,9
7887,2021-06-02,도봉구,6
7888,2021-06-02,동대문구,7
7889,2021-06-02,동작구,10
7890,2021-06-02,마포구,13
7891,2021-06-02,서대문구,9
7892,2021-06-02,서초구,7
7893,2021-06-02,성동구,3
7894,2021-06-02,성북구,8
7895,2021-06-02,송파구,16
7896,2021-06-02,양천구,8
7897,2021-06-02,영등포구,6
7898,2021-06-02,용산구,8
7899,2021-06-02,은평구,3
7900,2021-06-02,종로구,2
7901,2021-06-02,중구,1
7902,2021-06-02,중랑구,9
7904,2021-06-03,강남구,16
7905,2021-06-03,강동구,20
7906,2021-06-03,강북구,2
7907,2021-06-03,강서구,4
7908,2021-06-03,관악구,8
7909,2021-06-03,광진구,12
7910,2021-06-03,구로구,3
7911,2021-06-03,금천구,5
7913,2021-06-03,노원구,8
7914,2021-06-03,도봉구,5
7915,2021-06-03,동대문구,7
7916,2021-06-03,동작구,16
7917,2021-06-03,마포구,9
7918,2021-06-03,서대문구,6
7919,2021-06-03,서초구,6
7920,2021-06-03,성동구,7
7921,2021-06-03,성북구,9
7922,2021-06-03,송파구,29
7923,2021-06-03,양천구,4
7924,2021-06-03,영등포구,3
7925,2021-06-03,용산구,5
7926,2021-06-03,은평구,6
7927,2021-06-03,종로구,1
7928,2021-06-03,중구,1
7929,2021-06-03,중랑구,7
7931,2021-06-04,강남구,22
7932,2021-06-04,강동구,17
7933,2021-06-04,강북구,10
7934,2021-06-04,강서구,2
7935,2021-06-04,관악구,7
7936,2021-06-04,광진구,13
7937,2021-06-04,구로구,7
7938,2021-06-04,금천구,2
7940,2021-06-04,노원구,23
7941,2021-06-04,도봉구,3
7942,2021-06-04,동대문구,6
7943,2021-06-04,동작구,12
7944,2021-06-04,마포구,5
7945,2021-06-04,서대문구,4
7946,2021-06-04,서초구,18
7947,2021-06-04,성동구,7
7948,2021-06-04,성북구,16
7949,2021-06-04,송파구,25
7950,2021-06-04,양천구,10
7951,2021-06-04,영등포구,15
7952,2021-06-04,용산구,2
7953,2021-06-04,은평구,8
7954,2021-06-04,종로구,2
7955,2021-06-04,중구,3
7956,2021-06-04,중랑구,10
7958,2021-06-05,강남구,18
7959,2021-06-05,강동구,7
7960,2021-06-05,강북구,2
7961,2021-06-05,강서구,7
7962,2021-06-05,관악구,9
7963,2021-06-05,광진구,3
7964,2021-06-05,구로구,2
7965,2021-06-05,금천구,6
7967,2021-06-05,노원구,12
7968,2021-06-05,도봉구,2
7969,2021-06-05,동대문구,4
7970,2021-06-05,동작구,13
7971,2021-06-05,마포구,8
7972,2021-06-05,서대문구,5
7973,2021-06-05,서초구,10
7974,2021-06-05,성동구,5
7975,2021-06-05,성북구,8
7976,2021-06-05,송파구,18
7977,2021-06-05,양천구,5
7978,2021-06-05,영등포구,6
7979,2021-06-05,용산구,4
7980,2021-06-05,은평구,8
7981,2021-06-05,종로구,1
7982,2021-06-05,중구,2
7983,2021-06-05,중랑구,6
7985,2021-06-06,강남구,10
7986,2021-06-06,강동구,9
7987,2021-06-06,강북구,6
7988,2021-06-06,강서구,4
7989,2021-06-06,관악구,15
7990,2021-06-06,광진구,2
7991,2021-06-06,구로구,5
7992,2021-06-06,금천구,4
7994,2021-06-06,노원구,3
7995,2021-06-06,도봉구,1
7996,2021-06-06,동대문구,4
7997,2021-06-06,동작구,12
7998,2021-06-06,마포구,4
7999,2021-06-06,서대문구,2
8000,2021-06-06,서초구,8
8001,2021-06-06,성동구,4
8002,2021-06-06,성북구,6
8003,2021-06-06,송파구,17
8004,2021-06-06,양천구,4
8005,2021-06-06,영등포구,8
8006,2021-06-06,용산구,9
8007,2021-06-06,은평구,4
8008,2021-06-06,종로구,2
8009,2021-06-06,중구,4
8010,2021-06-06,중랑구,5
8012,2021-06-07,강남구,14
8013,2021-06-07,강동구,10
8014,2021-06-07,강북구,3
8015,2021-06-07,강서구,7
8016,2021-06-07,관악구,3
8017,2021-06-07,광진구,5
8018,2021-06-07,구로구,6
8019,2021-06-07,금천구,4
8020,2021-06-07,노원구,5
8021,2021-06-07,도봉구,2
8022,2021-06-07,동대문구,2
8023,2021-06-07,동작구,4
8024,2021-06-07,마포구,5
8025,2021-06-07,서대문구,1
8026,2021-06-07,서초구,9
8027,2021-06-07,성동구,4
8028,2021-06-07,성북구,8
8029,2021-06-07,송파구,9
8030,2021-06-07,양천구,5
8031,2021-06-07,영등포구,8
8032,2021-06-07,용산구,9
8033,2021-06-07,은평구,4
8034,2021-06-07,종로구,1
8035,2021-06-07,중구,2
8036,2021-06-07,중랑구,4
8038,2021-06-08,강남구,25
8039,2021-06-08,강동구,6
8040,2021-06-08,강서구,5
8041,2021-06-08,관악구,8
8042,2021-06-08,광진구,4
8043,2021-06-08,구로구,4
8044,2021-06-08,금천구,3
8046,2021-06-08,노원구,5
8047,2021-06-08,도봉구,3
8048,2021-06-08,동대문구,3
8049,2021-06-08,동작구,8
8050,2021-06-08,마포구,10
8051,2021-06-08,서대문구,3
8052,2021-06-08,서초구,11
8053,2021-06-08,성동구,5
8054,2021-06-08,성북구,2
8055,2021-06-08,송파구,13
8056,2021-06-08,양천구,6
8057,2021-06-08,영등포구,16
8058,2021-06-08,용산구,10
8059,2021-06-08,은평구,11
8060,2021-06-08,종로구,1
8061,2021-06-08,중구,2
8062,2021-06-08,중랑구,3
8064,2021-06-09,강남구,32
8065,2021-06-09,강동구,7
8066,2021-06-09,강북구,6
8067,2021-06-09,강서구,9
8068,2021-06-09,관악구,5
8069,2021-06-09,광진구,6
8070,2021-06-09,구로구,6
8071,2021-06-09,금천구,2
8073,2021-06-09,노원구,7
8074,2021-06-09,도봉구,4
8075,2021-06-09,동대문구,6
8076,2021-06-09,동작구,11
8077,2021-06-09,마포구,3
8078,2021-06-09,서대문구,8
8079,2021-06-09,서초구,15
8080,2021-06-09,성동구,6
8081,2021-06-09,성북구,5
8082,2021-06-09,송파구,15
8083,2021-06-09,양천구,3
8084,2021-06-09,영등포구,12
8085,2021-06-09,용산구,10
8086,2021-06-09,은평구,6
8087,2021-06-09,종로구,5
8088,2021-06-09,중구,5
8089,2021-06-09,중랑구,6
8091,2021-06-10,강남구,23
8092,2021-06-10,강동구,10
8093,2021-06-10,강북구,13
8094,2021-06-10,강서구,1
8095,2021-06-10,관악구,10
8096,2021-06-10,광진구,5
8097,2021-06-10,구로구,8
8098,2021-06-10,금천구,2
8099,2021-06-10,노원구,9
8100,2021-06-10,도봉구,2
8101,2021-06-10,동대문구,10
8102,2021-06-10,동작구,2
8103,2021-06-10,마포구,7
8104,2021-06-10,서대문구,6
8105,2021-06-10,서초구,8
8106,2021-06-10,성동구,3
8107,2021-06-10,성북구,11
8108,2021-06-10,송파구,11
8109,2021-06-10,양천구,11
8110,2021-06-10,영등포구,6
8111,2021-06-10,용산구,14
8112,2021-06-10,은평구,8
8113,2021-06-10,종로구,4
8114,2021-06-10,중구,9
8115,2021-06-10,중랑구,2
8117,2021-06-11,강남구,18
8118,2021-06-11,강동구,5
8119,2021-06-11,강북구,11
8120,2021-06-11,강서구,5
8121,2021-06-11,관악구,17
8122,2021-06-11,광진구,10
8123,2021-06-11,구로구,3
8124,2021-06-11,금천구,4
8125,2021-06-11,노원구,11
8126,2021-06-11,도봉구,1
8127,2021-06-11,동대문구,10
8128,2021-06-11,동작구,6
8129,2021-06-11,마포구,7
8130,2021-06-11,서대문구,8
8131,2021-06-11,서초구,12
8132,2021-06-11,성동구,9
8133,2021-06-11,성북구,5
8134,2021-06-11,송파구,16
8135,2021-06-11,양천구,9
8136,2021-06-11,영등포구,4
8137,2021-06-11,용산구,8
8138,2021-06-11,은평구,7
8139,2021-06-11,종로구,2
8140,2021-06-11,중구,2
8141,2021-06-11,중랑구,5
8143,2021-06-12,강남구,27
8144,2021-06-12,강동구,5
8145,2021-06-12,강북구,4
8146,2021-06-12,강서구,1
8147,2021-06-12,관악구,3
8148,2021-06-12,광진구,6
8149,2021-06-12,구로구,3
8150,2021-06-12,금천구,5
8151,2021-06-12,노원구,6
8152,2021-06-12,도봉구,4
8153,2021-06-12,동대문구,14
8154,2021-06-12,동작구,5
8155,2021-06-12,마포구,7
8156,2021-06-12,서대문구,11
8157,2021-06-12,서초구,9
8158,2021-06-12,성동구,4
8159,2021-06-12,성북구,4
8160,2021-06-12,송파구,19
8161,2021-06-12,양천구,5
8162,2021-06-12,영등포구,6
8163,2021-06-12,용산구,6
8164,2021-06-12,은평구,5
8165,2021-06-12,종로구,2
8166,2021-06-12,중구,1
8167,2021-06-12,중랑구,3
8169,2021-06-13,강남구,17
8170,2021-06-13,강동구,7
8171,2021-06-13,강북구,2
8172,2021-06-13,강서구,1
8173,2021-06-13,관악구,7
8174,2021-06-13,광진구,8
8175,2021-06-13,구로구,2
8176,2021-06-13,금천구,2
8177,2021-06-13,노원구,4
8178,2021-06-13,도봉구,1
8179,2021-06-13,동대문구,7
8180,2021-06-13,동작구,2
8181,2021-06-13,마포구,5
8182,2021-06-13,서대문구,1
8183,2021-06-13,서초구,8
8184,2021-06-13,성동구,4
8185,2021-06-13,성북구,6
8186,2021-06-13,송파구,7
8187,2021-06-13,양천구,2
8188,2021-06-13,영등포구,4
8189,2021-06-13,용산구,9
8190,2021-06-13,은평구,5
8191,2021-06-13,종로구,3
8192,2021-06-13,중구,2
8193,2021-06-13,중랑구,2
8195,2021-06-14,강남구,24
8196,2021-06-14,강동구,11
8197,2021-06-14,강북구,5
8198,2021-06-14,강서구,4
8199,2021-06-14,관악구,4
8200,2021-06-14,광진구,2
8201,2021-06-14,구로구,2
8202,2021-06-14,금천구,1
8203,2021-06-14,노원구,6
8204,2021-06-14,도봉구,3
8205,2021-06-14,동대문구,8
8206,2021-06-14,동작구,5
8207,2021-06-14,마포구,5
8208,2021-06-14,서대문구,2
8209,2021-06-14,서초구,8
8210,2021-06-14,성동구,3
8211,2021-06-14,성북구,1
8212,2021-06-14,송파구,14
8213,2021-06-14,양천구,6
8214,2021-06-14,영등포구,3
8215,2021-06-14,용산구,2
8216,2021-06-14,종로구,2
8217,2021-06-14,중구,1
8218,2021-06-14,중랑구,4
8220,2021-06-15,강남구,31
8221,2021-06-15,강동구,8
8222,2021-06-15,강북구,10
8223,2021-06-15,강서구,5
8224,2021-06-15,관악구,13
8225,2021-06-15,광진구,14
8226,2021-06-15,구로구,6
8227,2021-06-15,금천구,2
8228,2021-06-15,노원구,1
8229,2021-06-15,도봉구,4
8230,2021-06-15,동대문구,9
8231,2021-06-15,동작구,2
8232,2021-06-15,마포구,8
8233,2021-06-15,서대문구,4
8234,2021-06-15,서초구,16
8235,2021-06-15,성동구,10
8236,2021-06-15,성북구,1
8237,2021-06-15,송파구,14
8238,2021-06-15,양천구,3
8239,2021-06-15,영등포구,8
8240,2021-06-15,용산구,11
8241,2021-06-15,은평구,7
8242,2021-06-15,종로구,1
8243,2021-06-15,중구,2
8244,2021-06-15,중랑구,6
8246,2021-06-16,강남구,30
8247,2021-06-16,강동구,4
8248,2021-06-16,강북구,3
8249,2021-06-16,강서구,6
8250,2021-06-16,관악구,18
8251,2021-06-16,광진구,7
8252,2021-06-16,구로구,3
8253,2021-06-16,금천구,3
8255,2021-06-16,노원구,6
8256,2021-06-16,도봉구,6
8257,2021-06-16,동대문구,9
8258,2021-06-16,동작구,8
8259,2021-06-16,마포구,10
8260,2021-06-16,서대문구,1
8261,2021-06-16,서초구,14
8262,2021-06-16,성동구,6
8263,2021-06-16,성북구,7
8264,2021-06-16,송파구,12
8265,2021-06-16,양천구,4
8266,2021-06-16,영등포구,6
8267,2021-06-16,용산구,13
8268,2021-06-16,은평구,2
8269,2021-06-16,종로구,1
8270,2021-06-16,중구,4
8271,2021-06-16,중랑구,10
8273,2021-06-17,강남구,19
8274,2021-06-17,강동구,9
8275,2021-06-17,강북구,1
8276,2021-06-17,강서구,3
8277,2021-06-17,관악구,13
8278,2021-06-17,광진구,7
8279,2021-06-17,구로구,5
8280,2021-06-17,금천구,2
8281,2021-06-17,노원구,14
8282,2021-06-17,도봉구,1
8283,2021-06-17,동대문구,8
8284,2021-06-17,동작구,8
8285,2021-06-17,마포구,8
8286,2021-06-17,서대문구,1
8287,2021-06-17,서초구,13
8288,2021-06-17,성동구,6
8289,2021-06-17,성북구,11
8290,2021-06-17,송파구,16
8291,2021-06-17,양천구,7
8292,2021-06-17,영등포구,10
8293,2021-06-17,용산구,14
8294,2021-06-17,은평구,3
8295,2021-06-17,종로구,2
8296,2021-06-17,중구,2
8297,2021-06-17,중랑구,3
8299,2021-06-18,강남구,18
8300,2021-06-18,강동구,2
8301,2021-06-18,강북구,2
8302,2021-06-18,강서구,6
8303,2021-06-18,관악구,6
8304,2021-06-18,광진구,8
8305,2021-06-18,구로구,8
8306,2021-06-18,금천구,6
8307,2021-06-18,노원구,10
8308,2021-06-18,도봉구,2
8309,2021-06-18,동대문구,5
8310,2021-06-18,동작구,11
8311,2021-06-18,마포구,7
8312,2021-06-18,서대문구,3
8313,2021-06-18,서초구,8
8314,2021-06-18,성동구,6
8315,2021-06-18,성북구,5
8316,2021-06-18,송파구,17
8317,2021-06-18,양천구,7
8318,2021-06-18,영등포구,22
8319,2021-06-18,용산구,9
8320,2021-06-18,은평구,8
8321,2021-06-18,종로구,3
8322,2021-06-18,중구,1
8323,2021-06-18,중랑구,8
8325,2021-06-19,강남구,28
8326,2021-06-19,강동구,4
8327,2021-06-19,강북구,4
8328,2021-06-19,강서구,5
8329,2021-06-19,관악구,2
8330,2021-06-19,광진구,8
8331,2021-06-19,구로구,5
8332,2021-06-19,금천구,7
8334,2021-06-19,노원구,2
8335,2021-06-19,도봉구,2
8336,2021-06-19,동대문구,4
8337,2021-06-19,동작구,9
8338,2021-06-19,마포구,11
8339,2021-06-19,서대문구,3
8340,2021-06-19,서초구,14
8341,2021-06-19,성동구,9
8342,2021-06-19,성북구,3
8343,2021-06-19,송파구,6
8344,2021-06-19,양천구,2
8345,2021-06-19,영등포구,11
8346,2021-06-19,용산구,6
8347,2021-06-19,은평구,3
8348,2021-06-19,종로구,1
8349,2021-06-19,중구,1
8350,2021-06-19,중랑구,8
8352,2021-06-20,강남구,21
8353,2021-06-20,강동구,2
8354,2021-06-20,강북구,2
8355,2021-06-20,강서구,3
8356,2021-06-20,관악구,6
8357,2021-06-20,광진구,7
8358,2021-06-20,구로구,9
8359,2021-06-20,금천구,2
8361,2021-06-20,노원구,5
8362,2021-06-20,도봉구,3
8363,2021-06-20,동대문구,3
8364,2021-06-20,동작구,6
8365,2021-06-20,마포구,4
8366,2021-06-20,서대문구,1
8367,2021-06-20,서초구,7
8368,2021-06-20,성동구,8
8369,2021-06-20,성북구,6
8370,2021-06-20,송파구,7
8371,2021-06-20,양천구,7
8372,2021-06-20,영등포구,5
8373,2021-06-20,용산구,6
8374,2021-06-20,은평구,6
8375,2021-06-20,중랑구,2
8377,2021-06-21,강남구,26
8378,2021-06-21,강동구,4
8379,2021-06-21,강북구,5
8380,2021-06-21,강서구,5
8381,2021-06-21,관악구,9
8382,2021-06-21,광진구,5
8383,2021-06-21,구로구,2
8384,2021-06-21,금천구,1
8386,2021-06-21,노원구,1
8387,2021-06-21,도봉구,1
8388,2021-06-21,동대문구,3
8389,2021-06-21,동작구,3
8390,2021-06-21,마포구,4
8391,2021-06-21,서대문구,1
8392,2021-06-21,서초구,8
8393,2021-06-21,성동구,3
8394,2021-06-21,성북구,7
8395,2021-06-21,송파구,8
8396,2021-06-21,양천구,8
8397,2021-06-21,영등포구,4
8398,2021-06-21,용산구,5
8399,2021-06-21,은평구,3
8400,2021-06-21,중랑구,4
8402,2021-06-22,강남구,26
8403,2021-06-22,강동구,11
8404,2021-06-22,강북구,1
8405,2021-06-22,강서구,15
8406,2021-06-22,관악구,21
8407,2021-06-22,광진구,10
8408,2021-06-22,구로구,5
8409,2021-06-22,금천구,1
8410,2021-06-22,노원구,14
8411,2021-06-22,도봉구,6
8412,2021-06-22,동대문구,8
8413,2021-06-22,동작구,9
8414,2021-06-22,마포구,6
8415,2021-06-22,서대문구,8
8416,2021-06-22,서초구,13
8417,2021-06-22,성동구,8
8418,2021-06-22,성북구,12
8419,2021-06-22,송파구,8
8420,2021-06-22,양천구,12
8421,2021-06-22,영등포구,11
8422,2021-06-22,용산구,8
8423,2021-06-22,은평구,6
8424,2021-06-22,종로구,1
8425,2021-06-22,중구,2
8426,2021-06-22,중랑구,6
8428,2021-06-23,강남구,34
8429,2021-06-23,강동구,12
8430,2021-06-23,강북구,5
8431,2021-06-23,강서구,16
8432,2021-06-23,관악구,12
8433,2021-06-23,광진구,1
8434,2021-06-23,구로구,6
8435,2021-06-23,금천구,2
8436,2021-06-23,노원구,11
8437,2021-06-23,도봉구,4
8438,2021-06-23,동대문구,1
8439,2021-06-23,동작구,4
8440,2021-06-23,마포구,10
8441,2021-06-23,서대문구,5
8442,2021-06-23,서초구,16
8443,2021-06-23,성동구,14
8444,2021-06-23,성북구,8
8445,2021-06-23,송파구,18
8446,2021-06-23,양천구,5
8447,2021-06-23,영등포구,15
8448,2021-06-23,용산구,9
8449,2021-06-23,은평구,13
8450,2021-06-23,종로구,6
8451,2021-06-23,중구,5
8452,2021-06-23,중랑구,3
8454,2021-06-24,강남구,31
8455,2021-06-24,강동구,10
8456,2021-06-24,강북구,4
8457,2021-06-24,강서구,5
8458,2021-06-24,관악구,17
8459,2021-06-24,광진구,7
8460,2021-06-24,구로구,12
8461,2021-06-24,금천구,2
8463,2021-06-24,노원구,13
8464,2021-06-24,도봉구,2
8465,2021-06-24,동대문구,5
8466,2021-06-24,동작구,3
8467,2021-06-24,마포구,20
8468,2021-06-24,서대문구,8
8469,2021-06-24,서초구,18
8470,2021-06-24,성동구,13
8471,2021-06-24,성북구,15
8472,2021-06-24,송파구,8
8473,2021-06-24,양천구,5
8474,2021-06-24,영등포구,20
8475,2021-06-24,용산구,8
8476,2021-06-24,은평구,14
8477,2021-06-24,종로구,4
8478,2021-06-24,중구,7
8479,2021-06-24,중랑구,6
8481,2021-06-25,강남구,38
8482,2021-06-25,강동구,16
8483,2021-06-25,강북구,5
8484,2021-06-25,강서구,11
8485,2021-06-25,관악구,8
8486,2021-06-25,광진구,12
8487,2021-06-25,구로구,7
8488,2021-06-25,금천구,8
8489,2021-06-25,노원구,10
8490,2021-06-25,도봉구,5
8491,2021-06-25,동대문구,3
8492,2021-06-25,동작구,8
8493,2021-06-25,마포구,17
8494,2021-06-25,서대문구,9
8495,2021-06-25,서초구,9
8496,2021-06-25,성동구,13
8497,2021-06-25,성북구,9
8498,2021-06-25,송파구,13
8499,2021-06-25,양천구,3
8500,2021-06-25,영등포구,11
8501,2021-06-25,용산구,10
8502,2021-06-25,은평구,13
8503,2021-06-25,종로구,4
8504,2021-06-25,중구,1
8505,2021-06-25,중랑구,8
8507,2021-06-26,강남구,27
8508,2021-06-26,강동구,7
8509,2021-06-26,강북구,1
8510,2021-06-26,강서구,9
8511,2021-06-26,관악구,4
8512,2021-06-26,광진구,8
8513,2021-06-26,구로구,12
8514,2021-06-26,금천구,1
8515,2021-06-26,노원구,7
