id,date,gu,patient_count
0,2020-01-24,강서구,1
1,2020-01-30,마포구,1
2,2020-01-30,종로구,1
3,2020-01-30,중랑구,1
4,2020-01-31,성북구,1
5,2020-01-31,종로구,2
7,2020-02-05,성북구,1
8,2020-02-05,송파구,1
9,2020-02-06,서대문구,1
11,2020-02-16,종로구,2
12,2020-02-19,성동구,1
13,2020-02-19,종로구,1
14,2020-02-20,성동구,1
15,2020-02-20,종로구,3
17,2020-02-21,서대문구,1
18,2020-02-21,서초구,1
19,2020-02-22,강동구,1
20,2020-02-22,구로구,1
21,2020-02-22,서초구,2
22,2020-02-22,송파구,1
23,2020-02-23,강동구,1
24,2020-02-23,강서구,1
25,2020-02-23,종로구,1
26,2020-02-24,송파구,3
27,2020-02-24,은평구,1
28,2020-02-25,강동구,1
29,2020-02-25,관악구,1
30,2020-02-25,금천구,1
31,2020-02-25,노원구,2
32,2020-02-25,동작구,1
33,2020-02-25,송파구,4
34,2020-02-25,은평구,2
36,2020-02-26,강남구,2
37,2020-02-26,관악구,1
38,2020-02-26,노원구,1
39,2020-02-26,양천구,1
40,2020-02-26,은평구,4
41,2020-02-26,종로구,1
42,2020-02-27,강남구,1
43,2020-02-27,광진구,1
44,2020-02-27,노원구,1
45,2020-02-27,동대문구,1
46,2020-02-27,서대문구,2
47,2020-02-27,서초구,1
49,2020-02-28,강남구,3
50,2020-02-28,강동구,1
51,2020-02-28,관악구,1
52,2020-02-28,노원구,3
53,2020-02-28,성동구,1
54,2020-02-28,송파구,3
55,2020-02-29,강남구,1
56,2020-02-29,관악구,1
58,2020-02-29,노원구,1
59,2020-02-29,영등포구,1
60,2020-03-01,강남구,1
61,2020-03-01,광진구,1
62,2020-03-01,성북구,1
63,2020-03-01,양천구,1
64,2020-03-01,영등포구,1
65,2020-03-02,강남구,1
66,2020-03-02,도봉구,1
67,2020-03-02,서초구,1
68,2020-03-02,성북구,2
69,2020-03-02,영등포구,1
70,2020-03-04,강북구,2
71,2020-03-04,동대문구,3
72,2020-03-04,용산구,1
73,2020-03-04,중랑구,1
74,2020-03-05,강남구,1
75,2020-03-06,강북구,2
76,2020-03-06,강서구,1
77,2020-03-06,성북구,1
78,2020-03-06,양천구,1
80,2020-03-07,강남구,1
81,2020-03-07,관악구,1
82,2020-03-07,서초구,1
83,2020-03-07,양천구,2
84,2020-03-07,은평구,1
86,2020-03-08,강남구,1
87,2020-03-08,노원구,1
88,2020-03-08,동대문구,7
90,2020-03-09,강동구,1
91,2020-03-09,강서구,3
92,2020-03-09,구로구,8
93,2020-03-09,금천구,1
94,2020-03-09,노원구,1
95,2020-03-09,동작구,1
96,2020-03-09,양천구,2
97,2020-03-09,은평구,4
98,2020-03-09,중구,1
100,2020-03-10,강서구,4
101,2020-03-10,관악구,8
102,2020-03-10,구로구,5
103,2020-03-10,금천구,1
104,2020-03-10,노원구,2
105,2020-03-10,동대문구,4
106,2020-03-10,동작구,3
107,2020-03-10,마포구,4
108,2020-03-10,송파구,1
109,2020-03-10,양천구,7
110,2020-03-10,영등포구,5
111,2020-03-10,은평구,2
112,2020-03-11,강서구,3
113,2020-03-11,구로구,2
114,2020-03-11,동대문구,3
115,2020-03-11,마포구,1
116,2020-03-11,서대문구,2
117,2020-03-11,성북구,2
118,2020-03-11,송파구,1
119,2020-03-11,은평구,2
120,2020-03-11,중랑구,1
121,2020-03-12,강남구,1
122,2020-03-12,강북구,1
123,2020-03-12,관악구,1
124,2020-03-12,금천구,2
125,2020-03-12,노원구,1
126,2020-03-12,동대문구,1
127,2020-03-12,서초구,1
128,2020-03-12,성북구,1
129,2020-03-12,송파구,1
130,2020-03-12,용산구,1
131,2020-03-12,중랑구,1
132,2020-03-13,관악구,1
133,2020-03-13,노원구,1
134,2020-03-13,동대문구,3
135,2020-03-13,동작구,1
136,2020-03-13,마포구,1
137,2020-03-13,서초구,2
138,2020-03-14,강남구,1
139,2020-03-14,구로구,2
140,2020-03-14,도봉구,1
141,2020-03-14,마포구,1
142,2020-03-14,영등포구,2
143,2020-03-14,중랑구,1
144,2020-03-15,강서구,1
145,2020-03-15,구로구,2
146,2020-03-15,노원구,1
147,2020-03-15,영등포구,1
148,2020-03-15,은평구,1
149,2020-03-16,강서구,1
150,2020-03-16,관악구,2
151,2020-03-16,구로구,2
152,2020-03-16,동대문구,2
153,2020-03-16,서대문구,2
154,2020-03-16,용산구,1
155,2020-03-16,은평구,1
156,2020-03-17,동대문구,1
157,2020-03-17,동작구,1
158,2020-03-17,마포구,1
159,2020-03-17,송파구,1
160,2020-03-17,영등포구,1
162,2020-03-18,강남구,2
163,2020-03-18,광진구,1
164,2020-03-18,노원구,1
165,2020-03-18,동작구,2
166,2020-03-18,마포구,1
167,2020-03-18,성북구,2
168,2020-03-18,양천구,1
169,2020-03-18,용산구,1
170,2020-03-19,강남구,1
171,2020-03-19,강서구,1
172,2020-03-19,관악구,1
173,2020-03-19,노원구,2
174,2020-03-19,동작구,2
175,2020-03-19,마포구,3
176,2020-03-19,성동구,1
177,2020-03-19,송파구,2
178,2020-03-19,양천구,1
179,2020-03-19,영등포구,2
180,2020-03-19,용산구,1
181,2020-03-20,강동구,2
182,2020-03-20,강서구,1
183,2020-03-20,관악구,1
184,2020-03-20,광진구,1
185,2020-03-20,구로구,1
186,2020-03-20,노원구,2
187,2020-03-20,동작구,2
188,2020-03-20,서초구,2
189,2020-03-20,성동구,1
190,2020-03-20,성북구,1
191,2020-03-20,영등포구,1
192,2020-03-20,은평구,1
193,2020-03-20,중랑구,1
194,2020-03-21,강서구,1
195,2020-03-21,서대문구,2
196,2020-03-21,서초구,1
197,2020-03-21,성동구,1
198,2020-03-21,영등포구,1
199,2020-03-21,중랑구,2
200,2020-03-22,강서구,1
201,2020-03-22,도봉구,1
202,2020-03-22,서대문구,2
203,2020-03-22,성북구,1
204,2020-03-22,은평구,1
205,2020-03-23,강남구,1
206,2020-03-23,강동구,1
207,2020-03-23,송파구,1
208,2020-03-23,영등포구,1
209,2020-03-23,용산구,1
210,2020-03-23,종로구,1
211,2020-03-24,강남구,1
212,2020-03-24,강서구,2
213,2020-03-24,도봉구,1
214,2020-03-24,동대문구,1
215,2020-03-24,동작구,1
216,2020-03-24,서초구,1
217,2020-03-24,용산구,1
218,2020-03-24,은평구,1
219,2020-03-24,종로구,1
220,2020-03-24,중랑구,2
222,2020-03-25,강남구,4
223,2020-03-25,강서구,1
224,2020-03-25,금천구,1
225,2020-03-25,동작구,2
226,2020-03-25,서초구,3
228,2020-03-26,강남구,4
229,2020-03-26,강동구,1
230,2020-03-26,구로구,2
231,2020-03-26,금천구,1
232,2020-03-26,서초구,1
233,2020-03-26,성북구,1
234,2020-03-26,송파구,2
235,2020-03-26,용산구,1
236,2020-03-26,중랑구,1
237,2020-03-27,강남구,2
238,2020-03-27,관악구,1
239,2020-03-27,구로구,1
240,2020-03-27,금천구,1
242,2020-03-27,도봉구,1
243,2020-03-27,마포구,1
244,2020-03-27,성북구,1
245,2020-03-27,송파구,1
246,2020-03-27,영등포구,1
247,2020-03-27,중구,1
248,2020-03-27,중랑구,2
250,2020-03-28,강남구,5
251,2020-03-28,관악구,1
252,2020-03-28,구로구,4
254,2020-03-28,동작구,3
255,2020-03-28,서초구,4
256,2020-03-28,송파구,1
257,2020-03-28,양천구,1
258,2020-03-28,중구,1
260,2020-03-29,강남구,4
261,2020-03-29,관악구,3
262,2020-03-29,광진구,1
263,2020-03-29,구로구,1
264,2020-03-29,금천구,4
265,2020-03-29,도봉구,1
266,2020-03-29,동작구,2
267,2020-03-29,마포구,1
268,2020-03-29,서대문구,1
269,2020-03-29,서초구,1
270,2020-03-29,송파구,1
272,2020-03-30,강동구,1
273,2020-03-30,관악구,4
274,2020-03-30,구로구,2
275,2020-03-30,동작구,2
276,2020-03-30,서초구,2
277,2020-03-30,송파구,1
278,2020-03-30,용산구,4
279,2020-03-30,중구,1
281,2020-03-31,강남구,3
282,2020-03-31,관악구,6
283,2020-03-31,광진구,1
284,2020-03-31,구로구,1
285,2020-03-31,동작구,1
286,2020-03-31,마포구,2
287,2020-03-31,서초구,1
288,2020-03-31,송파구,2
289,2020-03-31,양천구,1
290,2020-03-31,영등포구,1
291,2020-03-31,종로구,2
292,2020-03-31,중구,1
294,2020-04-01,광진구,1
296,2020-04-01,동대문구,1
297,2020-04-01,동작구,1
298,2020-04-01,마포구,1
299,2020-04-01,서대문구,1
300,2020-04-01,서초구,2
301,2020-04-01,송파구,1
302,2020-04-01,양천구,1
303,2020-04-01,영등포구,1
305,2020-04-02,강남구,2
306,2020-04-02,강동구,1
307,2020-04-02,관악구,3
308,2020-04-02,구로구,1
309,2020-04-02,노원구,1
310,2020-04-02,마포구,1
311,2020-04-02,서초구,2
312,2020-04-02,성동구,1
313,2020-04-02,양천구,1
314,2020-04-02,용산구,2
315,2020-04-02,은평구,2
316,2020-04-02,종로구,1
317,2020-04-02,중랑구,1
319,2020-04-03,강남구,5
320,2020-04-03,강동구,1
321,2020-04-03,노원구,1
322,2020-04-03,도봉구,1
323,2020-04-03,동대문구,1
324,2020-04-03,동작구,3
325,2020-04-03,서대문구,1
326,2020-04-03,서초구,2
327,2020-04-03,송파구,4
328,2020-04-03,은평구,1
329,2020-04-04,강남구,2
330,2020-04-04,강서구,1
331,2020-04-04,관악구,2
332,2020-04-04,동대문구,2
333,2020-04-04,마포구,1
334,2020-04-04,서대문구,2
335,2020-04-04,성북구,1
336,2020-04-04,송파구,3
337,2020-04-04,영등포구,1
338,2020-04-04,용산구,1
339,2020-04-04,은평구,2
340,2020-04-04,중랑구,1
342,2020-04-05,강동구,1
343,2020-04-05,강서구,1
344,2020-04-05,관악구,1
346,2020-04-05,성북구,2
347,2020-04-05,송파구,1
348,2020-04-05,용산구,2
350,2020-04-06,강남구,3
351,2020-04-06,관악구,1
352,2020-04-06,노원구,1
353,2020-04-06,성동구,1
354,2020-04-06,중랑구,1
356,2020-04-07,강남구,1
357,2020-04-07,강서구,1
358,2020-04-07,동대문구,1
359,2020-04-07,서초구,3
360,2020-04-07,성동구,1
361,2020-04-07,성북구,2
362,2020-04-07,영등포구,1
363,2020-04-08,강남구,2
364,2020-04-08,도봉구,1
365,2020-04-08,동작구,1
366,2020-04-08,마포구,3
367,2020-04-08,서초구,2
368,2020-04-08,성동구,1
369,2020-04-08,영등포구,1
370,2020-04-09,강남구,1
371,2020-04-09,광진구,1
372,2020-04-09,성동구,2
373,2020-04-09,성북구,1
374,2020-04-10,강남구,2
375,2020-04-10,양천구,1
376,2020-04-11,관악구,1
377,2020-04-11,은평구,1
378,2020-04-12,도봉구,1
379,2020-04-12,동작구,1
380,2020-04-12,성동구,4
381,2020-04-12,송파구,1
382,2020-04-12,은평구,1
383,2020-04-13,성동구,2
384,2020-04-13,성북구,1
385,2020-04-14,동작구,1
386,2020-04-14,서초구,2
387,2020-04-14,성동구,1
388,2020-04-14,중구,1
389,2020-04-15,서대문구,1
390,2020-04-16,강남구,1
391,2020-04-16,용산구,1
392,2020-04-17,강남구,1
393,2020-04-17,성북구,1
394,2020-04-18,강남구,1
395,2020-04-19,강서구,1
396,2020-04-21,마포구,1
399,2020-04-27,강남구,2
400,2020-04-27,관악구,1
401,2020-04-27,성북구,1
402,2020-04-30,서대문구,1
403,2020-05-01,성동구,1
404,2020-05-02,강동구,1
405,2020-05-02,용산구,1
406,2020-05-08,강동구,1
407,2020-05-08,관악구,3
408,2020-05-08,동작구,1
409,2020-05-08,용산구,4
410,2020-05-08,종로구,1
411,2020-05-08,중구,1
413,2020-05-09,강남구,1
414,2020-05-09,강서구,2
415,2020-05-09,관악구,1
416,2020-05-09,광진구,2
417,2020-05-09,도봉구,1
418,2020-05-09,동작구,1
419,2020-05-09,서대문구,1
420,2020-05-09,서초구,1
421,2020-05-09,성북구,2
422,2020-05-09,송파구,1
423,2020-05-09,용산구,4
424,2020-05-09,중랑구,1
425,2020-05-10,강남구,4
426,2020-05-10,강동구,1
427,2020-05-10,강북구,1
428,2020-05-10,관악구,3
429,2020-05-10,광진구,1
430,2020-05-10,동대문구,1
431,2020-05-10,동작구,2
432,2020-05-10,성동구,1
433,2020-05-10,성북구,1
434,2020-05-10,송파구,1
435,2020-05-10,양천구,1
436,2020-05-10,용산구,3
437,2020-05-10,중구,1
438,2020-05-11,강북구,1
439,2020-05-11,강서구,2
440,2020-05-11,관악구,1
441,2020-05-11,도봉구,1
442,2020-05-11,동작구,1
443,2020-05-11,서대문구,1
444,2020-05-11,서초구,1
445,2020-05-11,양천구,1
446,2020-05-11,용산구,1
448,2020-05-12,관악구,1
449,2020-05-12,노원구,1
450,2020-05-12,도봉구,1
451,2020-05-12,동대문구,1
452,2020-05-12,동작구,1
453,2020-05-12,성동구,1
454,2020-05-12,송파구,1
455,2020-05-12,영등포구,1
456,2020-05-13,강동구,1
457,2020-05-13,강북구,1
458,2020-05-13,강서구,1
459,2020-05-13,노원구,1
460,2020-05-13,송파구,1
461,2020-05-14,강남구,1
462,2020-05-14,강동구,2
463,2020-05-14,광진구,1
464,2020-05-14,금천구,1
465,2020-05-14,도봉구,2
466,2020-05-14,동대문구,1
467,2020-05-14,송파구,1
468,2020-05-14,영등포구,1
469,2020-05-14,용산구,2
470,2020-05-15,강남구,1
471,2020-05-15,관악구,1
472,2020-05-15,서대문구,1
473,2020-05-15,용산구,1
474,2020-05-15,은평구,2
475,2020-05-16,노원구,2
476,2020-05-16,송파구,2
477,2020-05-17,종로구,1
478,2020-05-18,강서구,1
479,2020-05-18,구로구,1
480,2020-05-18,성북구,1
481,2020-05-18,송파구,1
482,2020-05-18,양천구,2
483,2020-05-18,영등포구,1
484,2020-05-19,강남구,1
485,2020-05-19,강동구,1
486,2020-05-19,강북구,1
487,2020-05-19,도봉구,1
488,2020-05-19,서초구,1
489,2020-05-19,용산구,4
490,2020-05-20,도봉구,1
491,2020-05-20,동작구,1
492,2020-05-20,양천구,1
494,2020-05-21,관악구,1
495,2020-05-21,광진구,1
496,2020-05-21,노원구,1
497,2020-05-22,강동구,1
498,2020-05-22,서초구,1
500,2020-05-23,강동구,1
501,2020-05-23,강북구,1
502,2020-05-23,관악구,1
503,2020-05-23,노원구,1
504,2020-05-23,중랑구,1
506,2020-05-24,강북구,2
507,2020-05-24,관악구,1
508,2020-05-24,성동구,1
509,2020-05-24,영등포구,2
510,2020-05-24,중랑구,1
511,2020-05-25,강동구,1
512,2020-05-25,강서구,1
513,2020-05-25,구로구,1
514,2020-05-25,노원구,1
515,2020-05-25,도봉구,1
516,2020-05-25,성동구,3
517,2020-05-26,강서구,3
518,2020-05-26,관악구,2
519,2020-05-26,구로구,1
520,2020-05-26,금천구,1
521,2020-05-26,노원구,1
522,2020-05-26,도봉구,1
523,2020-05-26,성동구,8
524,2020-05-26,은평구,2
526,2020-05-27,강동구,1
527,2020-05-27,강북구,1
528,2020-05-27,강서구,3
529,2020-05-27,관악구,1
530,2020-05-27,광진구,1
531,2020-05-27,구로구,3
532,2020-05-27,동작구,1
533,2020-05-27,마포구,1
534,2020-05-27,서대문구,1
535,2020-05-27,성동구,3
536,2020-05-27,송파구,1
537,2020-05-27,양천구,1
538,2020-05-27,영등포구,1
539,2020-05-27,은평구,2
541,2020-05-28,강북구,1
542,2020-05-28,강서구,4
543,2020-05-28,금천구,1
544,2020-05-28,동작구,1
545,2020-05-28,마포구,2
546,2020-05-28,서대문구,2
547,2020-05-28,성동구,2
548,2020-05-28,송파구,1
549,2020-05-28,영등포구,2
550,2020-05-28,중구,1
552,2020-05-29,강남구,2
553,2020-05-29,도봉구,1
554,2020-05-29,서대문구,1
555,2020-05-29,성동구,1
556,2020-05-29,성북구,1
557,2020-05-29,송파구,1
558,2020-05-29,은평구,1
559,2020-05-29,종로구,1
560,2020-05-30,강서구,2
561,2020-05-30,서대문구,1
562,2020-05-30,영등포구,3
563,2020-05-31,강남구,1
564,2020-05-31,양천구,1
565,2020-06-01,강동구,1
566,2020-06-01,강서구,2
567,2020-06-01,관악구,1
568,2020-06-01,서대문구,1
569,2020-06-01,서초구,2
570,2020-06-01,송파구,1
571,2020-06-01,양천구,2
572,2020-06-01,영등포구,3
573,2020-06-02,강남구,1
574,2020-06-02,강동구,1
575,2020-06-02,강북구,2
576,2020-06-02,강서구,3
577,2020-06-02,구로구,2
578,2020-06-02,금천구,1
579,2020-06-02,서대문구,2
580,2020-06-02,성동구,1
581,2020-06-02,양천구,5
583,2020-06-03,강남구,2
584,2020-06-03,강북구,1
585,2020-06-03,강서구,2
586,2020-06-03,관악구,1
587,2020-06-03,구로구,1
588,2020-06-03,금천구,2
589,2020-06-03,도봉구,1
590,2020-06-03,마포구,1
591,2020-06-03,양천구,1
592,2020-06-03,영등포구,1
593,2020-06-03,용산구,1
595,2020-06-04,강동구,2
596,2020-06-04,강서구,2
597,2020-06-04,구로구,2
598,2020-06-04,노원구,1
599,2020-06-04,도봉구,1
600,2020-06-04,마포구,1
601,2020-06-04,양천구,3
602,2020-06-04,용산구,1
604,2020-06-05,강동구,2
605,2020-06-05,강북구,1
606,2020-06-05,강서구,1
607,2020-06-05,관악구,3
608,2020-06-05,구로구,4
609,2020-06-05,노원구,2
610,2020-06-05,도봉구,1
611,2020-06-05,동대문구,1
612,2020-06-05,성동구,1
613,2020-06-05,송파구,1
614,2020-06-05,양천구,4
615,2020-06-05,영등포구,1
616,2020-06-05,용산구,2
617,2020-06-05,은평구,2
618,2020-06-05,중랑구,1
620,2020-06-06,강북구,1
621,2020-06-06,강서구,2
622,2020-06-06,관악구,1
623,2020-06-06,구로구,3
624,2020-06-06,동작구,1
625,2020-06-06,마포구,1
626,2020-06-06,성동구,3
627,2020-06-06,양천구,9
628,2020-06-06,영등포구,1
629,2020-06-06,용산구,2
630,2020-06-06,은평구,2
632,2020-06-07,강동구,1
633,2020-06-07,강북구,1
634,2020-06-07,강서구,2
635,2020-06-07,구로구,3
636,2020-06-07,서대문구,1
637,2020-06-07,성동구,1
638,2020-06-07,양천구,4
640,2020-06-08,강서구,3
641,2020-06-08,관악구,1
642,2020-06-08,구로구,9
643,2020-06-08,동작구,1
644,2020-06-08,서초구,1
645,2020-06-08,양천구,1
646,2020-06-08,중랑구,1
648,2020-06-09,관악구,2
649,2020-06-09,구로구,1
650,2020-06-09,금천구,1
651,2020-06-09,동작구,2
652,2020-06-09,마포구,1
653,2020-06-09,성동구,1
654,2020-06-09,양천구,2
655,2020-06-09,영등포구,1
656,2020-06-09,중구,1
658,2020-06-10,관악구,1
659,2020-06-10,광진구,1
660,2020-06-10,구로구,2
661,2020-06-10,금천구,4
662,2020-06-10,노원구,1
663,2020-06-10,도봉구,1
664,2020-06-10,동작구,1
665,2020-06-10,서초구,1
666,2020-06-10,성북구,1
667,2020-06-10,송파구,1
668,2020-06-10,양천구,3
669,2020-06-10,은평구,1
671,2020-06-11,강동구,1
672,2020-06-11,강서구,3
673,2020-06-11,관악구,5
674,2020-06-11,구로구,1
675,2020-06-11,금천구,3
676,2020-06-11,노원구,1
677,2020-06-11,도봉구,1
678,2020-06-11,서초구,1
679,2020-06-11,양천구,1
680,2020-06-11,영등포구,5
681,2020-06-11,은평구,1
682,2020-06-11,중랑구,2
683,2020-06-12,강동구,1
684,2020-06-12,강북구,2
685,2020-06-12,강서구,2
686,2020-06-12,관악구,1
687,2020-06-12,구로구,1
688,2020-06-12,금천구,1
689,2020-06-12,노원구,1
690,2020-06-12,도봉구,12
691,2020-06-12,성북구,1
692,2020-06-12,양천구,2
693,2020-06-12,영등포구,1
694,2020-06-12,용산구,1
695,2020-06-12,종로구,1
696,2020-06-12,중랑구,3
697,2020-06-13,강북구,1
698,2020-06-13,강서구,2
699,2020-06-13,관악구,2
700,2020-06-13,금천구,1
701,2020-06-13,서초구,1
702,2020-06-13,영등포구,2
703,2020-06-13,은평구,1
704,2020-06-13,종로구,1
705,2020-06-13,중랑구,1
706,2020-06-14,구로구,1
707,2020-06-14,금천구,1
708,2020-06-14,도봉구,1
709,2020-06-14,서대문구,1
710,2020-06-14,서초구,1
711,2020-06-14,용산구,1
712,2020-06-14,은평구,1
714,2020-06-15,구로구,4
715,2020-06-15,도봉구,1
716,2020-06-15,동작구,1
717,2020-06-15,서대문구,1
718,2020-06-15,용산구,2
719,2020-06-15,은평구,3
720,2020-06-16,강남구,1
721,2020-06-16,관악구,2
722,2020-06-16,도봉구,2
723,2020-06-16,동작구,2
724,2020-06-16,마포구,1
725,2020-06-16,서초구,1
726,2020-06-16,송파구,1
727,2020-06-16,은평구,1
728,2020-06-16,중랑구,1
729,2020-06-17,강남구,1
730,2020-06-17,강서구,2
731,2020-06-17,관악구,2
732,2020-06-17,구로구,1
733,2020-06-17,도봉구,11
734,2020-06-17,서초구,1
735,2020-06-17,영등포구,3
736,2020-06-17,은평구,2
738,2020-06-18,강북구,1
739,2020-06-18,강서구,2
740,2020-06-18,관악구,1
741,2020-06-18,광진구,1
742,2020-06-18,도봉구,2
743,2020-06-18,마포구,1
744,2020-06-18,서대문구,1
745,2020-06-18,서초구,1
746,2020-06-18,성북구,1
747,2020-06-18,양천구,2
748,2020-06-18,영등포구,1
749,2020-06-18,은평구,1
750,2020-06-18,중구,1
751,2020-06-18,중랑구,1
753,2020-06-19,강서구,1
755,2020-06-19,도봉구,2
756,2020-06-19,동대문구,1
757,2020-06-19,동작구,1
758,2020-06-19,마포구,1
759,2020-06-19,서대문구,1
760,2020-06-19,서초구,1
761,2020-06-19,양천구,2
762,2020-06-19,영등포구,2
763,2020-06-19,은평구,1
764,2020-06-19,중랑구,1
766,2020-06-20,강서구,1
767,2020-06-20,관악구,1
768,2020-06-20,노원구,2
769,2020-06-20,도봉구,2
770,2020-06-20,동작구,1
771,2020-06-20,서초구,1
772,2020-06-20,성동구,2
773,2020-06-20,영등포구,3
775,2020-06-21,강서구,1
776,2020-06-21,구로구,4
777,2020-06-21,도봉구,1
778,2020-06-21,성북구,1
779,2020-06-21,송파구,1
780,2020-06-22,강남구,1
781,2020-06-22,강동구,2
782,2020-06-22,강서구,1
783,2020-06-23,관악구,4
784,2020-06-23,구로구,1
785,2020-06-23,도봉구,3
786,2020-06-23,영등포구,1
787,2020-06-23,중랑구,1
789,2020-06-24,강남구,1
790,2020-06-24,관악구,2
791,2020-06-24,구로구,1
792,2020-06-24,금천구,1
793,2020-06-24,노원구,1
794,2020-06-24,도봉구,1
795,2020-06-24,종로구,1
796,2020-06-25,강서구,1
797,2020-06-25,관악구,11
798,2020-06-25,구로구,1
799,2020-06-25,노원구,1
800,2020-06-25,동작구,1
801,2020-06-25,중랑구,1
803,2020-06-26,관악구,7
804,2020-06-26,광진구,1
805,2020-06-26,구로구,1
806,2020-06-26,노원구,1
807,2020-06-26,동대문구,1
808,2020-06-26,동작구,2
809,2020-06-26,서초구,1
810,2020-06-26,은평구,1
811,2020-06-26,중구,1
812,2020-06-26,중랑구,1
813,2020-06-27,강남구,1
814,2020-06-27,관악구,5
815,2020-06-27,구로구,1
816,2020-06-27,동대문구,1
817,2020-06-27,마포구,1
818,2020-06-27,송파구,1
819,2020-06-27,양천구,1
820,2020-06-27,영등포구,2
821,2020-06-27,용산구,1
822,2020-06-28,관악구,1
823,2020-06-28,구로구,1
824,2020-06-28,노원구,1
825,2020-06-28,서초구,1
826,2020-06-28,송파구,1
827,2020-06-28,용산구,1
829,2020-06-29,금천구,1
830,2020-06-29,노원구,1
831,2020-06-29,마포구,3
832,2020-06-29,은평구,1
834,2020-06-30,관악구,4
835,2020-06-30,금천구,1
836,2020-06-30,마포구,1
837,2020-06-30,서초구,1
838,2020-06-30,영등포구,2
839,2020-07-01,강동구,2
840,2020-07-01,관악구,7
841,2020-07-01,동대문구,1
842,2020-07-01,동작구,1
843,2020-07-01,은평구,1
844,2020-07-01,중랑구,1
845,2020-07-02,강남구,1
846,2020-07-02,강동구,1
847,2020-07-02,관악구,1
848,2020-07-02,금천구,1
849,2020-07-02,노원구,1
850,2020-07-02,동작구,1
851,2020-07-02,마포구,1
852,2020-07-02,서초구,1
853,2020-07-02,성동구,1
854,2020-07-02,성북구,1
856,2020-07-03,관악구,2
857,2020-07-03,구로구,1
858,2020-07-03,영등포구,1
859,2020-07-03,용산구,1
860,2020-07-03,종로구,1
861,2020-07-03,중랑구,1
862,2020-07-04,강남구,1
863,2020-07-04,관악구,2
864,2020-07-04,노원구,1
865,2020-07-04,동작구,2
866,2020-07-04,마포구,1
867,2020-07-04,서초구,1
868,2020-07-04,송파구,1
869,2020-07-04,영등포구,1
870,2020-07-04,중구,1
871,2020-07-04,중랑구,5
872,2020-07-05,관악구,1
873,2020-07-05,서대문구,1
874,2020-07-05,영등포구,1
875,2020-07-06,강서구,1
876,2020-07-06,중랑구,1
878,2020-07-07,관악구,1
879,2020-07-07,광진구,1
880,2020-07-07,노원구,2
881,2020-07-07,동작구,1
882,2020-07-07,마포구,4
883,2020-07-07,서대문구,1
884,2020-07-07,중랑구,1
885,2020-07-08,광진구,1
886,2020-07-08,구로구,1
887,2020-07-08,노원구,1
888,2020-07-08,동작구,1
889,2020-07-08,서대문구,1
890,2020-07-08,중구,1
891,2020-07-08,중랑구,1
892,2020-07-09,강남구,2
893,2020-07-09,강동구,1
894,2020-07-09,강서구,1
895,2020-07-09,동작구,1
896,2020-07-09,성북구,2
898,2020-07-10,강남구,1
899,2020-07-10,강서구,1
900,2020-07-10,동대문구,1
901,2020-07-10,성북구,1
902,2020-07-10,영등포구,1
903,2020-07-10,용산구,1
905,2020-07-11,강남구,1
906,2020-07-11,강동구,2
907,2020-07-11,동작구,1
908,2020-07-11,성동구,1
909,2020-07-11,영등포구,1
910,2020-07-11,중랑구,1
911,2020-07-12,강동구,3
912,2020-07-12,관악구,2
913,2020-07-12,노원구,1
914,2020-07-12,동대문구,1
915,2020-07-12,동작구,1
916,2020-07-12,마포구,2
917,2020-07-12,서초구,1
918,2020-07-12,성북구,1
920,2020-07-13,강남구,2
921,2020-07-13,금천구,1
922,2020-07-13,동작구,1
923,2020-07-13,송파구,1
924,2020-07-13,은평구,1
925,2020-07-13,종로구,1
926,2020-07-14,강동구,1
927,2020-07-14,금천구,1
928,2020-07-14,동작구,2
929,2020-07-14,송파구,1
930,2020-07-14,종로구,1
931,2020-07-15,강동구,1
932,2020-07-15,강북구,1
933,2020-07-15,관악구,1
934,2020-07-15,구로구,1
935,2020-07-15,송파구,2
936,2020-07-15,중구,1
937,2020-07-16,관악구,1
938,2020-07-16,광진구,1
939,2020-07-16,도봉구,1
940,2020-07-16,서대문구,1
941,2020-07-16,송파구,3
942,2020-07-16,용산구,1
943,2020-07-16,중구,1
944,2020-07-17,강남구,1
945,2020-07-17,마포구,1
946,2020-07-17,성동구,1
947,2020-07-17,송파구,2
948,2020-07-17,은평구,1
949,2020-07-18,강남구,1
950,2020-07-18,관악구,2
951,2020-07-18,금천구,2
952,2020-07-18,성동구,1
953,2020-07-18,송파구,3
954,2020-07-18,은평구,1
955,2020-07-19,강서구,1
956,2020-07-19,서대문구,1
957,2020-07-19,성북구,1
958,2020-07-20,강동구,1
959,2020-07-20,강서구,10
960,2020-07-20,광진구,1
961,2020-07-20,금천구,1
962,2020-07-20,서대문구,1
963,2020-07-20,성동구,2
964,2020-07-20,성북구,1
965,2020-07-20,송파구,1
966,2020-07-20,은평구,1
967,2020-07-20,종로구,1
968,2020-07-20,중구,1
969,2020-07-21,강서구,3
970,2020-07-21,광진구,1
971,2020-07-21,동대문구,1
972,2020-07-21,동작구,1
973,2020-07-21,성동구,1
974,2020-07-21,송파구,5
975,2020-07-21,은평구,3
976,2020-07-21,종로구,1
977,2020-07-21,중구,1
978,2020-07-22,강남구,3
979,2020-07-22,동대문구,1
980,2020-07-22,동작구,2
981,2020-07-22,송파구,5
983,2020-07-23,강서구,2
