date,day,hour,food,count,celsius(C),rain(mm)
2020-01-01,Wednesday,0,분식,13,-6.5,0
2020-01-01,Wednesday,0,야식,28,-6.5,0
2020-01-01,Wednesday,0,족발/보쌈,27,-6.5,0
2020-01-01,Wednesday,0,찜탕,3,-6.5,0
2020-01-01,Wednesday,0,치킨,103,-6.5,0
2020-01-01,Wednesday,0,카페/디저트,1,-6.5,0
2020-01-01,Wednesday,0,피자,14,-6.5,0
2020-01-01,Wednesday,0,한식,2,-6.5,0
2020-01-01,Wednesday,0,회,15,-6.5,0
2020-01-01,Wednesday,1,돈까스/일식,1,-5.9,0
2020-01-01,Wednesday,1,분식,5,-5.9,0
2020-01-01,Wednesday,1,야식,5,-5.9,0
2020-01-01,Wednesday,1,족발/보쌈,19,-5.9,0
2020-01-01,Wednesday,1,찜탕,1,-5.9,0
2020-01-01,Wednesday,1,치킨,62,-5.9,0
2020-01-01,Wednesday,1,카페/디저트,3,-5.9,0
2020-01-01,Wednesday,1,피자,3,-5.9,0
2020-01-01,Wednesday,1,한식,3,-5.9,0
2020-01-01,Wednesday,1,회,3,-5.9,0
2020-01-01,Wednesday,2,돈까스/일식,4,-5.7,0
2020-01-01,Wednesday,2,야식,2,-5.7,0
2020-01-01,Wednesday,2,치킨,19,-5.7,0
2020-01-01,Wednesday,2,피자,1,-5.7,0
2020-01-01,Wednesday,2,한식,1,-5.7,0
2020-01-01,Wednesday,2,회,1,-5.7,0
2020-01-01,Wednesday,9,치킨,1,-4.3,0
2020-01-01,Wednesday,9,패스트푸드,5,-4.3,0
2020-01-01,Wednesday,9,한식,1,-4.3,0
2020-01-01,Wednesday,10,분식,23,-4.2,0
2020-01-01,Wednesday,10,아시안/양식,2,-4.2,0
2020-01-01,Wednesday,10,찜탕,1,-4.2,0
2020-01-01,Wednesday,10,치킨,2,-4.2,0
2020-01-01,Wednesday,10,카페/디저트,8,-4.2,0
2020-01-01,Wednesday,10,패스트푸드,16,-4.2,0
2020-01-01,Wednesday,10,한식,11,-4.2,0
2020-01-01,Wednesday,11,도시락,1,-3.4,0
2020-01-01,Wednesday,11,돈까스/일식,4,-3.4,0
2020-01-01,Wednesday,11,분식,47,-3.4,0
2020-01-01,Wednesday,11,아시안/양식,7,-3.4,0
2020-01-01,Wednesday,11,야식,1,-3.4,0
2020-01-01,Wednesday,11,족발/보쌈,6,-3.4,0
2020-01-01,Wednesday,11,중식,5,-3.4,0
2020-01-01,Wednesday,11,찜탕,5,-3.4,0
2020-01-01,Wednesday,11,치킨,19,-3.4,0
2020-01-01,Wednesday,11,카페/디저트,33,-3.4,0
2020-01-01,Wednesday,11,패스트푸드,26,-3.4,0
2020-01-01,Wednesday,11,피자,17,-3.4,0
2020-01-01,Wednesday,11,한식,45,-3.4,0
2020-01-01,Wednesday,11,회,3,-3.4,0
2020-01-01,Wednesday,12,돈까스/일식,9,-2.2,0.1
2020-01-01,Wednesday,12,분식,58,-2.2,0.1
2020-01-01,Wednesday,12,아시안/양식,16,-2.2,0.1
2020-01-01,Wednesday,12,야식,5,-2.2,0.1
2020-01-01,Wednesday,12,족발/보쌈,13,-2.2,0.1
2020-01-01,Wednesday,12,중식,10,-2.2,0.1
2020-01-01,Wednesday,12,찜탕,5,-2.2,0.1
2020-01-01,Wednesday,12,치킨,28,-2.2,0.1
2020-01-01,Wednesday,12,카페/디저트,37,-2.2,0.1
2020-01-01,Wednesday,12,패스트푸드,25,-2.2,0.1
2020-01-01,Wednesday,12,피자,35,-2.2,0.1
2020-01-01,Wednesday,12,한식,48,-2.2,0.1
2020-01-01,Wednesday,12,회,2,-2.2,0.1
2020-01-01,Wednesday,13,돈까스/일식,9,-1,0
2020-01-01,Wednesday,13,분식,64,-1,0
2020-01-01,Wednesday,13,아시안/양식,25,-1,0
2020-01-01,Wednesday,13,야식,3,-1,0
2020-01-01,Wednesday,13,족발/보쌈,14,-1,0
2020-01-01,Wednesday,13,중식,15,-1,0
2020-01-01,Wednesday,13,찜탕,8,-1,0
2020-01-01,Wednesday,13,치킨,48,-1,0
2020-01-01,Wednesday,13,카페/디저트,58,-1,0
2020-01-01,Wednesday,13,패스트푸드,42,-1,0
2020-01-01,Wednesday,13,피자,38,-1,0
2020-01-01,Wednesday,13,한식,49,-1,0
2020-01-01,Wednesday,13,회,1,-1,0
2020-01-01,Wednesday,14,돈까스/일식,12,-0.4,0
2020-01-01,Wednesday,14,분식,51,-0.4,0
2020-01-01,Wednesday,14,아시안/양식,24,-0.4,0
2020-01-01,Wednesday,14,야식,6,-0.4,0
2020-01-01,Wednesday,14,족발/보쌈,12,-0.4,0
2020-01-01,Wednesday,14,중식,11,-0.4,0
2020-01-01,Wednesday,14,찜탕,5,-0.4,0
2020-01-01,Wednesday,14,치킨,53,-0.4,0
2020-01-01,Wednesday,14,카페/디저트,56,-0.4,0
2020-01-01,Wednesday,14,패스트푸드,48,-0.4,0
2020-01-01,Wednesday,14,피자,48,-0.4,0
2020-01-01,Wednesday,14,한식,45,-0.4,0
2020-01-01,Wednesday,14,회,4,-0.4,0
2020-01-01,Wednesday,15,도시락,1,0.3,0
2020-01-01,Wednesday,15,돈까스/일식,15,0.3,0
2020-01-01,Wednesday,15,분식,66,0.3,0
2020-01-01,Wednesday,15,아시안/양식,20,0.3,0
2020-01-01,Wednesday,15,야식,10,0.3,0
2020-01-01,Wednesday,15,족발/보쌈,15,0.3,0
2020-01-01,Wednesday,15,중식,4,0.3,0
2020-01-01,Wednesday,15,찜탕,6,0.3,0
2020-01-01,Wednesday,15,치킨,74,0.3,0
2020-01-01,Wednesday,15,카페/디저트,66,0.3,0
2020-01-01,Wednesday,15,패스트푸드,37,0.3,0
2020-01-01,Wednesday,15,피자,34,0.3,0
2020-01-01,Wednesday,15,한식,33,0.3,0
2020-01-01,Wednesday,15,회,4,0.3,0
2020-01-01,Wednesday,16,돈까스/일식,10,0.3,0
2020-01-01,Wednesday,16,분식,60,0.3,0
2020-01-01,Wednesday,16,아시안/양식,9,0.3,0
2020-01-01,Wednesday,16,야식,17,0.3,0
2020-01-01,Wednesday,16,족발/보쌈,29,0.3,0
2020-01-01,Wednesday,16,중식,10,0.3,0
2020-01-01,Wednesday,16,찜탕,13,0.3,0
2020-01-01,Wednesday,16,치킨,115,0.3,0
2020-01-01,Wednesday,16,카페/디저트,60,0.3,0
2020-01-01,Wednesday,16,패스트푸드,40,0.3,0
2020-01-01,Wednesday,16,피자,40,0.3,0
2020-01-01,Wednesday,16,한식,40,0.3,0
2020-01-01,Wednesday,16,회,20,0.3,0
2020-01-01,Wednesday,17,도시락,1,0.2,0
2020-01-01,Wednesday,17,돈까스/일식,17,0.2,0
2020-01-01,Wednesday,17,분식,84,0.2,0
2020-01-01,Wednesday,17,아시안/양식,26,0.2,0
2020-01-01,Wednesday,17,야식,37,0.2,0
2020-01-01,Wednesday,17,족발/보쌈,76,0.2,0
2020-01-01,Wednesday,17,중식,16,0.2,0
2020-01-01,Wednesday,17,찜탕,23,0.2,0
2020-01-01,Wednesday,17,치킨,193,0.2,0
2020-01-01,Wednesday,17,카페/디저트,70,0.2,0
2020-01-01,Wednesday,17,패스트푸드,43,0.2,0
2020-01-01,Wednesday,17,피자,72,0.2,0
2020-01-01,Wednesday,17,한식,56,0.2,0
2020-01-01,Wednesday,17,회,22,0.2,0
2020-01-01,Wednesday,18,돈까스/일식,19,0.1,0
2020-01-01,Wednesday,18,분식,112,0.1,0
2020-01-01,Wednesday,18,아시안/양식,31,0.1,0
2020-01-01,Wednesday,18,야식,30,0.1,0
2020-01-01,Wednesday,18,족발/보쌈,82,0.1,0
2020-01-01,Wednesday,18,중식,22,0.1,0
2020-01-01,Wednesday,18,찜탕,18,0.1,0
2020-01-01,Wednesday,18,치킨,254,0.1,0
2020-01-01,Wednesday,18,카페/디저트,67,0.1,0
2020-01-01,Wednesday,18,패스트푸드,55,0.1,0
2020-01-01,Wednesday,18,피자,97,0.1,0
2020-01-01,Wednesday,18,한식,98,0.1,0
2020-01-01,Wednesday,18,회,25,0.1,0
2020-01-01,Wednesday,19,돈까스/일식,24,0.1,0
2020-01-01,Wednesday,19,분식,91,0.1,0
2020-01-01,Wednesday,19,아시안/양식,26,0.1,0
2020-01-01,Wednesday,19,야식,17,0.1,0
2020-01-01,Wednesday,19,족발/보쌈,65,0.1,0
2020-01-01,Wednesday,19,중식,17,0.1,0
2020-01-01,Wednesday,19,찜탕,22,0.1,0
2020-01-01,Wednesday,19,치킨,207,0.1,0
2020-01-01,Wednesday,19,카페/디저트,74,0.1,0
2020-01-01,Wednesday,19,패스트푸드,55,0.1,0
2020-01-01,Wednesday,19,피자,44,0.1,0
2020-01-01,Wednesday,19,한식,74,0.1,0
2020-01-01,Wednesday,19,회,17,0.1,0
2020-01-01,Wednesday,20,돈까스/일식,20,0,0
2020-01-01,Wednesday,20,분식,64,0,0
2020-01-01,Wednesday,20,아시안/양식,16,0,0
2020-01-01,Wednesday,20,야식,13,0,0
2020-01-01,Wednesday,20,족발/보쌈,45,0,0
2020-01-01,Wednesday,20,중식,13,0,0
2020-01-01,Wednesday,20,찜탕,7,0,0
2020-01-01,Wednesday,20,치킨,163,0,0
2020-01-01,Wednesday,20,카페/디저트,76,0,0
2020-01-01,Wednesday,20,패스트푸드,41,0,0
2020-01-01,Wednesday,20,피자,51,0,0
2020-01-01,Wednesday,20,한식,45,0,0
2020-01-01,Wednesday,20,회,20,0,0
2020-01-01,Wednesday,21,돈까스/일식,16,-0.4,0
2020-01-01,Wednesday,21,분식,52,-0.4,0
2020-01-01,Wednesday,21,아시안/양식,17,-0.4,0
2020-01-01,Wednesday,21,야식,19,-0.4,0
2020-01-01,Wednesday,21,족발/보쌈,30,-0.4,0
2020-01-01,Wednesday,21,중식,8,-0.4,0
2020-01-01,Wednesday,21,찜탕,5,-0.4,0
2020-01-01,Wednesday,21,치킨,200,-0.4,0
2020-01-01,Wednesday,21,카페/디저트,53,-0.4,0
2020-01-01,Wednesday,21,패스트푸드,22,-0.4,0
2020-01-01,Wednesday,21,피자,32,-0.4,0
2020-01-01,Wednesday,21,한식,26,-0.4,0
2020-01-01,Wednesday,21,회,13,-0.4,0
2020-01-01,Wednesday,22,돈까스/일식,6,-0.9,0
2020-01-01,Wednesday,22,분식,21,-0.9,0
2020-01-01,Wednesday,22,아시안/양식,15,-0.9,0
2020-01-01,Wednesday,22,야식,19,-0.9,0
2020-01-01,Wednesday,22,족발/보쌈,19,-0.9,0
2020-01-01,Wednesday,22,중식,6,-0.9,0
2020-01-01,Wednesday,22,찜탕,2,-0.9,0
2020-01-01,Wednesday,22,치킨,159,-0.9,0
2020-01-01,Wednesday,22,카페/디저트,22,-0.9,0
2020-01-01,Wednesday,22,패스트푸드,14,-0.9,0
2020-01-01,Wednesday,22,피자,24,-0.9,0
2020-01-01,Wednesday,22,한식,23,-0.9,0
2020-01-01,Wednesday,22,회,16,-0.9,0
2020-01-01,Wednesday,23,돈까스/일식,1,-0.9,0
2020-01-01,Wednesday,23,분식,6,-0.9,0
2020-01-01,Wednesday,23,야식,15,-0.9,0
2020-01-01,Wednesday,23,족발/보쌈,19,-0.9,0
2020-01-01,Wednesday,23,치킨,90,-0.9,0
2020-01-01,Wednesday,23,카페/디저트,5,-0.9,0
2020-01-01,Wednesday,23,패스트푸드,10,-0.9,0
2020-01-01,Wednesday,23,피자,20,-0.9,0
2020-01-01,Wednesday,23,한식,20,-0.9,0
2020-01-01,Wednesday,23,회,13,-0.9,0
2020-01-02,Thursday,0,돈까스/일식,1,-0.7,0
2020-01-02,Thursday,0,분식,8,-0.7,0
2020-01-02,Thursday,0,야식,4,-0.7,0
2020-01-02,Thursday,0,족발/보쌈,5,-0.7,0
2020-01-02,Thursday,0,찜탕,3,-0.7,0
2020-01-02,Thursday,0,치킨,47,-0.7,0
2020-01-02,Thursday,0,피자,6,-0.7,0
2020-01-02,Thursday,0,한식,3,-0.7,0
2020-01-02,Thursday,0,회,9,-0.7,0
2020-01-02,Thursday,1,돈까스/일식,2,-0.7,0
2020-01-02,Thursday,1,분식,7,-0.7,0
2020-01-02,Thursday,1,족발/보쌈,1,-0.7,0
2020-01-02,Thursday,1,치킨,25,-0.7,0
2020-01-02,Thursday,1,피자,2,-0.7,0
2020-01-02,Thursday,1,회,2,-0.7,0
2020-01-02,Thursday,2,치킨,19,-0.6,0
2020-01-02,Thursday,2,피자,1,-0.6,0
2020-01-02,Thursday,3,치킨,1,-0.6,0
2020-01-02,Thursday,8,치킨,2,-0.4,0
2020-01-02,Thursday,9,분식,1,-0.1,0
2020-01-02,Thursday,9,치킨,1,-0.1,0
2020-01-02,Thursday,9,패스트푸드,2,-0.1,0
2020-01-02,Thursday,9,한식,2,-0.1,0
2020-01-02,Thursday,10,도시락,1,0.7,0
2020-01-02,Thursday,10,돈까스/일식,2,0.7,0
2020-01-02,Thursday,10,분식,21,0.7,0
2020-01-02,Thursday,10,아시안/양식,2,0.7,0
2020-01-02,Thursday,10,치킨,1,0.7,0
2020-01-02,Thursday,10,카페/디저트,9,0.7,0
2020-01-02,Thursday,10,패스트푸드,11,0.7,0
2020-01-02,Thursday,10,한식,6,0.7,0
2020-01-02,Thursday,11,도시락,9,1.7,0
2020-01-02,Thursday,11,돈까스/일식,8,1.7,0
2020-01-02,Thursday,11,분식,63,1.7,0
2020-01-02,Thursday,11,아시안/양식,6,1.7,0
2020-01-02,Thursday,11,족발/보쌈,5,1.7,0
2020-01-02,Thursday,11,중식,3,1.7,0
2020-01-02,Thursday,11,찜탕,2,1.7,0
2020-01-02,Thursday,11,치킨,4,1.7,0
2020-01-02,Thursday,11,카페/디저트,18,1.7,0
2020-01-02,Thursday,11,패스트푸드,28,1.7,0
2020-01-02,Thursday,11,피자,7,1.7,0
2020-01-02,Thursday,11,한식,30,1.7,0
2020-01-02,Thursday,12,도시락,4,2.5,0
2020-01-02,Thursday,12,돈까스/일식,24,2.5,0
2020-01-02,Thursday,12,분식,58,2.5,0
2020-01-02,Thursday,12,아시안/양식,16,2.5,0
2020-01-02,Thursday,12,야식,1,2.5,0
2020-01-02,Thursday,12,족발/보쌈,3,2.5,0
2020-01-02,Thursday,12,중식,9,2.5,0
2020-01-02,Thursday,12,찜탕,6,2.5,0
2020-01-02,Thursday,12,치킨,32,2.5,0
2020-01-02,Thursday,12,카페/디저트,25,2.5,0
2020-01-02,Thursday,12,패스트푸드,36,2.5,0
2020-01-02,Thursday,12,피자,11,2.5,0
2020-01-02,Thursday,12,한식,27,2.5,0
2020-01-02,Thursday,12,회,1,2.5,0
2020-01-02,Thursday,13,도시락,3,3.4,0
2020-01-02,Thursday,13,돈까스/일식,18,3.4,0
2020-01-02,Thursday,13,분식,45,3.4,0
2020-01-02,Thursday,13,아시안/양식,11,3.4,0
2020-01-02,Thursday,13,야식,1,3.4,0
2020-01-02,Thursday,13,족발/보쌈,6,3.4,0
2020-01-02,Thursday,13,중식,4,3.4,0
2020-01-02,Thursday,13,찜탕,3,3.4,0
2020-01-02,Thursday,13,치킨,15,3.4,0
2020-01-02,Thursday,13,카페/디저트,17,3.4,0
2020-01-02,Thursday,13,패스트푸드,34,3.4,0
2020-01-02,Thursday,13,피자,18,3.4,0
2020-01-02,Thursday,13,한식,30,3.4,0
2020-01-02,Thursday,13,회,1,3.4,0
2020-01-02,Thursday,14,도시락,1,3.7,0
2020-01-02,Thursday,14,돈까스/일식,15,3.7,0
2020-01-02,Thursday,14,분식,34,3.7,0
2020-01-02,Thursday,14,아시안/양식,13,3.7,0
2020-01-02,Thursday,14,야식,3,3.7,0
2020-01-02,Thursday,14,족발/보쌈,4,3.7,0
2020-01-02,Thursday,14,중식,2,3.7,0
2020-01-02,Thursday,14,찜탕,3,3.7,0
2020-01-02,Thursday,14,치킨,26,3.7,0
2020-01-02,Thursday,14,카페/디저트,22,3.7,0
2020-01-02,Thursday,14,패스트푸드,20,3.7,0
2020-01-02,Thursday,14,피자,13,3.7,0
2020-01-02,Thursday,14,한식,30,3.7,0
2020-01-02,Thursday,14,회,1,3.7,0
2020-01-02,Thursday,15,도시락,2,3.8,0
2020-01-02,Thursday,15,돈까스/일식,8,3.8,0
2020-01-02,Thursday,15,분식,31,3.8,0
2020-01-02,Thursday,15,아시안/양식,12,3.8,0
2020-01-02,Thursday,15,야식,4,3.8,0
2020-01-02,Thursday,15,족발/보쌈,7,3.8,0
2020-01-02,Thursday,15,중식,6,3.8,0
2020-01-02,Thursday,15,찜탕,2,3.8,0
2020-01-02,Thursday,15,치킨,36,3.8,0
2020-01-02,Thursday,15,카페/디저트,22,3.8,0
2020-01-02,Thursday,15,패스트푸드,25,3.8,0
2020-01-02,Thursday,15,피자,12,3.8,0
2020-01-02,Thursday,15,한식,20,3.8,0
2020-01-02,Thursday,16,도시락,2,3.7,0
2020-01-02,Thursday,16,돈까스/일식,13,3.7,0
2020-01-02,Thursday,16,분식,43,3.7,0
2020-01-02,Thursday,16,아시안/양식,3,3.7,0
2020-01-02,Thursday,16,야식,7,3.7,0
2020-01-02,Thursday,16,족발/보쌈,7,3.7,0
2020-01-02,Thursday,16,중식,4,3.7,0
2020-01-02,Thursday,16,찜탕,3,3.7,0
2020-01-02,Thursday,16,치킨,54,3.7,0
2020-01-02,Thursday,16,카페/디저트,22,3.7,0
2020-01-02,Thursday,16,패스트푸드,22,3.7,0
2020-01-02,Thursday,16,피자,18,3.7,0
2020-01-02,Thursday,16,한식,15,3.7,0
2020-01-02,Thursday,16,회,1,3.7,0
2020-01-02,Thursday,17,도시락,2,3.3,0
2020-01-02,Thursday,17,돈까스/일식,23,3.3,0
2020-01-02,Thursday,17,분식,53,3.3,0
2020-01-02,Thursday,17,아시안/양식,11,3.3,0
2020-01-02,Thursday,17,야식,11,3.3,0
2020-01-02,Thursday,17,족발/보쌈,30,3.3,0
2020-01-02,Thursday,17,중식,4,3.3,0
2020-01-02,Thursday,17,찜탕,7,3.3,0
2020-01-02,Thursday,17,치킨,72,3.3,0
2020-01-02,Thursday,17,카페/디저트,25,3.3,0
2020-01-02,Thursday,17,패스트푸드,29,3.3,0
2020-01-02,Thursday,17,피자,27,3.3,0
2020-01-02,Thursday,17,한식,29,3.3,0
2020-01-02,Thursday,17,회,2,3.3,0
2020-01-02,Thursday,18,도시락,5,2.7,0
2020-01-02,Thursday,18,돈까스/일식,24,2.7,0
2020-01-02,Thursday,18,분식,88,2.7,0
2020-01-02,Thursday,18,아시안/양식,19,2.7,0
2020-01-02,Thursday,18,야식,25,2.7,0
2020-01-02,Thursday,18,족발/보쌈,58,2.7,0
2020-01-02,Thursday,18,중식,11,2.7,0
2020-01-02,Thursday,18,찜탕,15,2.7,0
2020-01-02,Thursday,18,치킨,158,2.7,0
2020-01-02,Thursday,18,카페/디저트,21,2.7,0
2020-01-02,Thursday,18,패스트푸드,34,2.7,0
2020-01-02,Thursday,18,피자,36,2.7,0
2020-01-02,Thursday,18,한식,53,2.7,0
2020-01-02,Thursday,18,회,9,2.7,0
2020-01-02,Thursday,19,도시락,2,2,0
2020-01-02,Thursday,19,돈까스/일식,25,2,0
2020-01-02,Thursday,19,분식,90,2,0
2020-01-02,Thursday,19,아시안/양식,17,2,0
2020-01-02,Thursday,19,야식,25,2,0
2020-01-02,Thursday,19,족발/보쌈,55,2,0
2020-01-02,Thursday,19,중식,12,2,0
2020-01-02,Thursday,19,찜탕,13,2,0
2020-01-02,Thursday,19,치킨,154,2,0
2020-01-02,Thursday,19,카페/디저트,38,2,0
2020-01-02,Thursday,19,패스트푸드,41,2,0
2020-01-02,Thursday,19,피자,42,2,0
2020-01-02,Thursday,19,한식,57,2,0
2020-01-02,Thursday,19,회,11,2,0
2020-01-02,Thursday,20,도시락,1,1.2,0
2020-01-02,Thursday,20,돈까스/일식,17,1.2,0
2020-01-02,Thursday,20,분식,51,1.2,0
2020-01-02,Thursday,20,아시안/양식,15,1.2,0
2020-01-02,Thursday,20,야식,14,1.2,0
2020-01-02,Thursday,20,족발/보쌈,32,1.2,0
2020-01-02,Thursday,20,중식,9,1.2,0
2020-01-02,Thursday,20,찜탕,5,1.2,0
2020-01-02,Thursday,20,치킨,130,1.2,0
2020-01-02,Thursday,20,카페/디저트,45,1.2,0
2020-01-02,Thursday,20,패스트푸드,33,1.2,0
2020-01-02,Thursday,20,피자,34,1.2,0
2020-01-02,Thursday,20,한식,27,1.2,0
2020-01-02,Thursday,20,회,11,1.2,0
2020-01-02,Thursday,21,돈까스/일식,6,0.5,0
2020-01-02,Thursday,21,분식,36,0.5,0
2020-01-02,Thursday,21,아시안/양식,4,0.5,0
2020-01-02,Thursday,21,야식,20,0.5,0
2020-01-02,Thursday,21,족발/보쌈,25,0.5,0
2020-01-02,Thursday,21,중식,8,0.5,0
2020-01-02,Thursday,21,찜탕,5,0.5,0
2020-01-02,Thursday,21,치킨,117,0.5,0
2020-01-02,Thursday,21,카페/디저트,41,0.5,0
2020-01-02,Thursday,21,패스트푸드,20,0.5,0
2020-01-02,Thursday,21,피자,30,0.5,0
2020-01-02,Thursday,21,한식,24,0.5,0
2020-01-02,Thursday,21,회,6,0.5,0
2020-01-02,Thursday,22,돈까스/일식,1,0.3,0
2020-01-02,Thursday,22,분식,35,0.3,0
2020-01-02,Thursday,22,아시안/양식,3,0.3,0
2020-01-02,Thursday,22,야식,12,0.3,0
2020-01-02,Thursday,22,족발/보쌈,25,0.3,0
2020-01-02,Thursday,22,중식,5,0.3,0
2020-01-02,Thursday,22,찜탕,6,0.3,0
2020-01-02,Thursday,22,치킨,93,0.3,0
2020-01-02,Thursday,22,카페/디저트,14,0.3,0
2020-01-02,Thursday,22,패스트푸드,13,0.3,0
2020-01-02,Thursday,22,피자,21,0.3,0
2020-01-02,Thursday,22,한식,9,0.3,0
2020-01-02,Thursday,22,회,7,0.3,0
2020-01-02,Thursday,23,돈까스/일식,2,-0.4,0
2020-01-02,Thursday,23,분식,8,-0.4,0
2020-01-02,Thursday,23,야식,11,-0.4,0
2020-01-02,Thursday,23,족발/보쌈,15,-0.4,0
2020-01-02,Thursday,23,중식,5,-0.4,0
2020-01-02,Thursday,23,치킨,70,-0.4,0
2020-01-02,Thursday,23,카페/디저트,1,-0.4,0
2020-01-02,Thursday,23,패스트푸드,10,-0.4,0
2020-01-02,Thursday,23,피자,26,-0.4,0
2020-01-02,Thursday,23,한식,10,-0.4,0
2020-01-02,Thursday,23,회,8,-0.4,0
2020-01-03,Friday,0,분식,9,0,0
2020-01-03,Friday,0,야식,3,0,0
2020-01-03,Friday,0,족발/보쌈,10,0,0
2020-01-03,Friday,0,치킨,41,0,0
2020-01-03,Friday,0,카페/디저트,3,0,0
2020-01-03,Friday,0,피자,4,0,0
2020-01-03,Friday,0,한식,5,0,0
2020-01-03,Friday,0,회,2,0,0
2020-01-03,Friday,1,분식,2,-0.5,0
2020-01-03,Friday,1,야식,3,-0.5,0
2020-01-03,Friday,1,족발/보쌈,5,-0.5,0
2020-01-03,Friday,1,찜탕,2,-0.5,0
2020-01-03,Friday,1,치킨,29,-0.5,0
2020-01-03,Friday,1,카페/디저트,2,-0.5,0
2020-01-03,Friday,1,피자,2,-0.5,0
2020-01-03,Friday,1,회,3,-0.5,0
2020-01-03,Friday,2,족발/보쌈,2,-1.1,0
2020-01-03,Friday,2,치킨,9,-1.1,0
2020-01-03,Friday,2,한식,2,-1.1,0
2020-01-03,Friday,3,치킨,1,-1.5,0
2020-01-03,Friday,9,패스트푸드,1,-2.6,0
2020-01-03,Friday,9,한식,2,-2.6,0
2020-01-03,Friday,10,도시락,2,-1,0
2020-01-03,Friday,10,돈까스/일식,1,-1,0
2020-01-03,Friday,10,분식,15,-1,0
2020-01-03,Friday,10,아시안/양식,6,-1,0
2020-01-03,Friday,10,치킨,2,-1,0
2020-01-03,Friday,10,카페/디저트,11,-1,0
2020-01-03,Friday,10,패스트푸드,21,-1,0
2020-01-03,Friday,10,한식,6,-1,0
2020-01-03,Friday,11,도시락,12,0.1,0
2020-01-03,Friday,11,돈까스/일식,9,0.1,0
2020-01-03,Friday,11,분식,68,0.1,0
2020-01-03,Friday,11,아시안/양식,7,0.1,0
2020-01-03,Friday,11,야식,2,0.1,0
2020-01-03,Friday,11,중식,6,0.1,0
2020-01-03,Friday,11,찜탕,2,0.1,0
2020-01-03,Friday,11,치킨,12,0.1,0
2020-01-03,Friday,11,카페/디저트,24,0.1,0
2020-01-03,Friday,11,패스트푸드,51,0.1,0
2020-01-03,Friday,11,피자,12,0.1,0
2020-01-03,Friday,11,한식,28,0.1,0
2020-01-03,Friday,12,도시락,8,1.7,0
2020-01-03,Friday,12,돈까스/일식,23,1.7,0
2020-01-03,Friday,12,분식,56,1.7,0
2020-01-03,Friday,12,아시안/양식,22,1.7,0
2020-01-03,Friday,12,야식,4,1.7,0
2020-01-03,Friday,12,족발/보쌈,7,1.7,0
2020-01-03,Friday,12,중식,4,1.7,0
2020-01-03,Friday,12,찜탕,3,1.7,0
2020-01-03,Friday,12,치킨,27,1.7,0
2020-01-03,Friday,12,카페/디저트,27,1.7,0
2020-01-03,Friday,12,패스트푸드,36,1.7,0
2020-01-03,Friday,12,피자,19,1.7,0
2020-01-03,Friday,12,한식,45,1.7,0
2020-01-03,Friday,13,도시락,2,2.9,0
2020-01-03,Friday,13,돈까스/일식,19,2.9,0
2020-01-03,Friday,13,분식,42,2.9,0
2020-01-03,Friday,13,아시안/양식,22,2.9,0
2020-01-03,Friday,13,야식,3,2.9,0
2020-01-03,Friday,13,족발/보쌈,7,2.9,0
2020-01-03,Friday,13,중식,7,2.9,0
2020-01-03,Friday,13,찜탕,2,2.9,0
2020-01-03,Friday,13,치킨,28,2.9,0
2020-01-03,Friday,13,카페/디저트,28,2.9,0
2020-01-03,Friday,13,패스트푸드,35,2.9,0
2020-01-03,Friday,13,피자,13,2.9,0
2020-01-03,Friday,13,한식,18,2.9,0
2020-01-03,Friday,13,회,2,2.9,0
2020-01-03,Friday,14,도시락,1,4,0
2020-01-03,Friday,14,돈까스/일식,14,4,0
2020-01-03,Friday,14,분식,25,4,0
2020-01-03,Friday,14,아시안/양식,11,4,0
2020-01-03,Friday,14,야식,1,4,0
2020-01-03,Friday,14,족발/보쌈,14,4,0
2020-01-03,Friday,14,중식,5,4,0
2020-01-03,Friday,14,치킨,41,4,0
2020-01-03,Friday,14,카페/디저트,26,4,0
2020-01-03,Friday,14,패스트푸드,36,4,0
2020-01-03,Friday,14,피자,14,4,0
2020-01-03,Friday,14,한식,19,4,0
2020-01-03,Friday,15,도시락,2,4.1,0
2020-01-03,Friday,15,돈까스/일식,5,4.1,0
2020-01-03,Friday,15,분식,34,4.1,0
2020-01-03,Friday,15,아시안/양식,13,4.1,0
2020-01-03,Friday,15,야식,5,4.1,0
2020-01-03,Friday,15,족발/보쌈,10,4.1,0
2020-01-03,Friday,15,중식,6,4.1,0
2020-01-03,Friday,15,찜탕,1,4.1,0
2020-01-03,Friday,15,치킨,36,4.1,0
2020-01-03,Friday,15,카페/디저트,38,4.1,0
2020-01-03,Friday,15,패스트푸드,35,4.1,0
2020-01-03,Friday,15,피자,22,4.1,0
2020-01-03,Friday,15,한식,21,4.1,0
2020-01-03,Friday,15,회,1,4.1,0
2020-01-03,Friday,16,도시락,1,4.3,0
2020-01-03,Friday,16,돈까스/일식,4,4.3,0
2020-01-03,Friday,16,분식,31,4.3,0
2020-01-03,Friday,16,아시안/양식,4,4.3,0
2020-01-03,Friday,16,야식,5,4.3,0
2020-01-03,Friday,16,족발/보쌈,13,4.3,0
2020-01-03,Friday,16,중식,3,4.3,0
2020-01-03,Friday,16,찜탕,2,4.3,0
2020-01-03,Friday,16,치킨,49,4.3,0
2020-01-03,Friday,16,카페/디저트,23,4.3,0
2020-01-03,Friday,16,패스트푸드,26,4.3,0
