date,day,hour,food,count,celsius(C),rain(mm)
2020-06-28,Sunday,16,도시락,1,29.6,0
2020-06-28,Sunday,16,돈까스/일식,22,29.6,0
2020-06-28,Sunday,16,분식,53,29.6,0
2020-06-28,Sunday,16,아시안/양식,4,29.6,0
2020-06-28,Sunday,16,야식,10,29.6,0
2020-06-28,Sunday,16,족발/보쌈,46,29.6,0
2020-06-28,Sunday,16,중식,14,29.6,0
2020-06-28,Sunday,16,찜탕,8,29.6,0
2020-06-28,Sunday,16,치킨,97,29.6,0
2020-06-28,Sunday,16,카페/디저트,61,29.6,0
2020-06-28,Sunday,16,패스트푸드,55,29.6,0
2020-06-28,Sunday,16,피자,27,29.6,0
2020-06-28,Sunday,16,한식,43,29.6,0
2020-06-28,Sunday,16,회,5,29.6,0
2020-06-28,Sunday,17,돈까스/일식,31,29.1,0
2020-06-28,Sunday,17,분식,68,29.1,0
2020-06-28,Sunday,17,아시안/양식,10,29.1,0
2020-06-28,Sunday,17,야식,22,29.1,0
2020-06-28,Sunday,17,족발/보쌈,94,29.1,0
2020-06-28,Sunday,17,중식,20,29.1,0
2020-06-28,Sunday,17,찜탕,20,29.1,0
2020-06-28,Sunday,17,치킨,163,29.1,0
2020-06-28,Sunday,17,카페/디저트,56,29.1,0
2020-06-28,Sunday,17,패스트푸드,75,29.1,0
2020-06-28,Sunday,17,피자,38,29.1,0
2020-06-28,Sunday,17,한식,69,29.1,0
2020-06-28,Sunday,17,회,8,29.1,0
2020-06-28,Sunday,18,돈까스/일식,44,28.6,0
2020-06-28,Sunday,18,분식,76,28.6,0
2020-06-28,Sunday,18,아시안/양식,18,28.6,0
2020-06-28,Sunday,18,야식,29,28.6,0
2020-06-28,Sunday,18,족발/보쌈,74,28.6,0
2020-06-28,Sunday,18,중식,32,28.6,0
2020-06-28,Sunday,18,찜탕,21,28.6,0
2020-06-28,Sunday,18,치킨,237,28.6,0
2020-06-28,Sunday,18,카페/디저트,57,28.6,0
2020-06-28,Sunday,18,패스트푸드,71,28.6,0
2020-06-28,Sunday,18,피자,58,28.6,0
2020-06-28,Sunday,18,한식,84,28.6,0
2020-06-28,Sunday,18,회,10,28.6,0
2020-06-28,Sunday,19,돈까스/일식,40,27.6,0
2020-06-28,Sunday,19,분식,74,27.6,0
2020-06-28,Sunday,19,아시안/양식,14,27.6,0
2020-06-28,Sunday,19,야식,30,27.6,0
2020-06-28,Sunday,19,족발/보쌈,76,27.6,0
2020-06-28,Sunday,19,중식,18,27.6,0
2020-06-28,Sunday,19,찜탕,10,27.6,0
2020-06-28,Sunday,19,치킨,247,27.6,0
2020-06-28,Sunday,19,카페/디저트,62,27.6,0
2020-06-28,Sunday,19,패스트푸드,49,27.6,0
2020-06-28,Sunday,19,피자,52,27.6,0
2020-06-28,Sunday,19,한식,79,27.6,0
2020-06-28,Sunday,19,회,6,27.6,0
2020-06-28,Sunday,20,돈까스/일식,27,26.2,0
2020-06-28,Sunday,20,분식,52,26.2,0
2020-06-28,Sunday,20,아시안/양식,9,26.2,0
2020-06-28,Sunday,20,야식,30,26.2,0
2020-06-28,Sunday,20,족발/보쌈,55,26.2,0
2020-06-28,Sunday,20,중식,18,26.2,0
2020-06-28,Sunday,20,찜탕,14,26.2,0
2020-06-28,Sunday,20,치킨,166,26.2,0
2020-06-28,Sunday,20,카페/디저트,60,26.2,0
2020-06-28,Sunday,20,패스트푸드,53,26.2,0
2020-06-28,Sunday,20,피자,31,26.2,0
2020-06-28,Sunday,20,한식,40,26.2,0
2020-06-28,Sunday,20,회,9,26.2,0
2020-06-28,Sunday,21,돈까스/일식,8,25.1,0
2020-06-28,Sunday,21,분식,30,25.1,0
2020-06-28,Sunday,21,아시안/양식,6,25.1,0
2020-06-28,Sunday,21,야식,31,25.1,0
2020-06-28,Sunday,21,족발/보쌈,30,25.1,0
2020-06-28,Sunday,21,중식,5,25.1,0
2020-06-28,Sunday,21,찜탕,7,25.1,0
2020-06-28,Sunday,21,치킨,160,25.1,0
2020-06-28,Sunday,21,카페/디저트,54,25.1,0
2020-06-28,Sunday,21,패스트푸드,39,25.1,0
2020-06-28,Sunday,21,피자,28,25.1,0
2020-06-28,Sunday,21,한식,34,25.1,0
2020-06-28,Sunday,21,회,7,25.1,0
2020-06-28,Sunday,22,돈까스/일식,5,24.1,0
2020-06-28,Sunday,22,분식,18,24.1,0
2020-06-28,Sunday,22,야식,21,24.1,0
2020-06-28,Sunday,22,족발/보쌈,19,24.1,0
2020-06-28,Sunday,22,중식,2,24.1,0
2020-06-28,Sunday,22,치킨,103,24.1,0
2020-06-28,Sunday,22,카페/디저트,17,24.1,0
2020-06-28,Sunday,22,패스트푸드,25,24.1,0
2020-06-28,Sunday,22,피자,16,24.1,0
2020-06-28,Sunday,22,한식,24,24.1,0
2020-06-28,Sunday,22,회,7,24.1,0
2020-06-28,Sunday,23,돈까스/일식,4,23.6,0
2020-06-28,Sunday,23,분식,10,23.6,0
2020-06-28,Sunday,23,야식,10,23.6,0
2020-06-28,Sunday,23,족발/보쌈,7,23.6,0
2020-06-28,Sunday,23,중식,2,23.6,0
2020-06-28,Sunday,23,치킨,64,23.6,0
2020-06-28,Sunday,23,카페/디저트,3,23.6,0
2020-06-28,Sunday,23,패스트푸드,15,23.6,0
2020-06-28,Sunday,23,피자,10,23.6,0
2020-06-28,Sunday,23,한식,10,23.6,0
2020-06-28,Sunday,23,회,2,23.6,0
2020-06-29,Monday,0,돈까스/일식,3,23.2,0
2020-06-29,Monday,0,분식,6,23.2,0
2020-06-29,Monday,0,야식,9,23.2,0
2020-06-29,Monday,0,족발/보쌈,6,23.2,0
2020-06-29,Monday,0,중식,1,23.2,0
2020-06-29,Monday,0,찜탕,1,23.2,0
2020-06-29,Monday,0,치킨,39,23.2,0
2020-06-29,Monday,0,카페/디저트,1,23.2,0
2020-06-29,Monday,0,패스트푸드,6,23.2,0
2020-06-29,Monday,0,피자,5,23.2,0
2020-06-29,Monday,0,한식,9,23.2,0
2020-06-29,Monday,0,회,4,23.2,0
2020-06-29,Monday,1,분식,4,22.8,0
2020-06-29,Monday,1,야식,1,22.8,0
2020-06-29,Monday,1,족발/보쌈,2,22.8,0
2020-06-29,Monday,1,중식,3,22.8,0
2020-06-29,Monday,1,치킨,27,22.8,0
2020-06-29,Monday,1,패스트푸드,5,22.8,0
2020-06-29,Monday,1,피자,2,22.8,0
2020-06-29,Monday,1,한식,11,22.8,0
2020-06-29,Monday,2,야식,2,22.1,0
2020-06-29,Monday,2,치킨,3,22.1,0
2020-06-29,Monday,2,패스트푸드,7,22.1,0
2020-06-29,Monday,2,한식,5,22.1,0
2020-06-29,Monday,3,한식,2,21.6,0
2020-06-29,Monday,4,패스트푸드,2,21,0
2020-06-29,Monday,4,한식,5,21,0
2020-06-29,Monday,5,패스트푸드,2,20.8,0
2020-06-29,Monday,5,한식,2,20.8,0
2020-06-29,Monday,6,패스트푸드,6,20.9,0
2020-06-29,Monday,6,한식,4,20.9,0
2020-06-29,Monday,7,패스트푸드,2,22,0
2020-06-29,Monday,7,한식,1,22,0
2020-06-29,Monday,8,패스트푸드,3,23.8,0
2020-06-29,Monday,8,한식,3,23.8,0
2020-06-29,Monday,9,카페/디저트,2,25.2,0
2020-06-29,Monday,9,패스트푸드,7,25.2,0
2020-06-29,Monday,9,한식,3,25.2,0
2020-06-29,Monday,10,도시락,2,25.4,0
2020-06-29,Monday,10,돈까스/일식,3,25.4,0
2020-06-29,Monday,10,분식,12,25.4,0
2020-06-29,Monday,10,족발/보쌈,2,25.4,0
2020-06-29,Monday,10,카페/디저트,9,25.4,0
2020-06-29,Monday,10,패스트푸드,27,25.4,0
2020-06-29,Monday,10,한식,14,25.4,0
2020-06-29,Monday,11,도시락,5,26.5,0
2020-06-29,Monday,11,돈까스/일식,16,26.5,0
2020-06-29,Monday,11,분식,39,26.5,0
2020-06-29,Monday,11,아시안/양식,8,26.5,0
2020-06-29,Monday,11,족발/보쌈,4,26.5,0
2020-06-29,Monday,11,중식,8,26.5,0
2020-06-29,Monday,11,찜탕,7,26.5,0
2020-06-29,Monday,11,치킨,19,26.5,0
2020-06-29,Monday,11,카페/디저트,20,26.5,0
2020-06-29,Monday,11,패스트푸드,58,26.5,0
2020-06-29,Monday,11,피자,10,26.5,0
2020-06-29,Monday,11,한식,36,26.5,0
2020-06-29,Monday,11,회,2,26.5,0
2020-06-29,Monday,12,도시락,3,26.5,0
2020-06-29,Monday,12,돈까스/일식,27,26.5,0
2020-06-29,Monday,12,분식,57,26.5,0
2020-06-29,Monday,12,아시안/양식,5,26.5,0
2020-06-29,Monday,12,족발/보쌈,11,26.5,0
2020-06-29,Monday,12,중식,13,26.5,0
2020-06-29,Monday,12,찜탕,6,26.5,0
2020-06-29,Monday,12,치킨,32,26.5,0
2020-06-29,Monday,12,카페/디저트,31,26.5,0
2020-06-29,Monday,12,패스트푸드,70,26.5,0
2020-06-29,Monday,12,피자,15,26.5,0
2020-06-29,Monday,12,한식,34,26.5,0
2020-06-29,Monday,13,도시락,2,26.3,0
2020-06-29,Monday,13,돈까스/일식,15,26.3,0
2020-06-29,Monday,13,분식,28,26.3,0
2020-06-29,Monday,13,아시안/양식,5,26.3,0
2020-06-29,Monday,13,야식,2,26.3,0
2020-06-29,Monday,13,족발/보쌈,5,26.3,0
2020-06-29,Monday,13,중식,12,26.3,0
2020-06-29,Monday,13,찜탕,1,26.3,0
2020-06-29,Monday,13,치킨,28,26.3,0
2020-06-29,Monday,13,카페/디저트,28,26.3,0
2020-06-29,Monday,13,패스트푸드,45,26.3,0
2020-06-29,Monday,13,피자,11,26.3,0
2020-06-29,Monday,13,한식,33,26.3,0
2020-06-29,Monday,14,도시락,2,26.2,0
2020-06-29,Monday,14,돈까스/일식,10,26.2,0
2020-06-29,Monday,14,분식,28,26.2,0
2020-06-29,Monday,14,아시안/양식,2,26.2,0
2020-06-29,Monday,14,야식,2,26.2,0
2020-06-29,Monday,14,족발/보쌈,6,26.2,0
2020-06-29,Monday,14,중식,5,26.2,0
2020-06-29,Monday,14,찜탕,3,26.2,0
2020-06-29,Monday,14,치킨,37,26.2,0
2020-06-29,Monday,14,카페/디저트,27,26.2,0
2020-06-29,Monday,14,패스트푸드,41,26.2,0
2020-06-29,Monday,14,피자,8,26.2,0
2020-06-29,Monday,14,한식,16,26.2,0
2020-06-29,Monday,14,회,2,26.2,0
2020-06-29,Monday,15,도시락,1,25.9,0
2020-06-29,Monday,15,돈까스/일식,12,25.9,0
2020-06-29,Monday,15,분식,23,25.9,0
2020-06-29,Monday,15,아시안/양식,4,25.9,0
2020-06-29,Monday,15,야식,1,25.9,0
2020-06-29,Monday,15,족발/보쌈,5,25.9,0
2020-06-29,Monday,15,중식,3,25.9,0
2020-06-29,Monday,15,찜탕,3,25.9,0
2020-06-29,Monday,15,치킨,31,25.9,0
2020-06-29,Monday,15,카페/디저트,33,25.9,0
2020-06-29,Monday,15,패스트푸드,43,25.9,0
2020-06-29,Monday,15,피자,10,25.9,0
2020-06-29,Monday,15,한식,15,25.9,0
2020-06-29,Monday,15,회,1,25.9,0
2020-06-29,Monday,16,도시락,1,26.2,0
2020-06-29,Monday,16,돈까스/일식,10,26.2,0
2020-06-29,Monday,16,분식,28,26.2,0
2020-06-29,Monday,16,아시안/양식,2,26.2,0
2020-06-29,Monday,16,야식,5,26.2,0
2020-06-29,Monday,16,족발/보쌈,15,26.2,0
2020-06-29,Monday,16,중식,5,26.2,0
2020-06-29,Monday,16,치킨,46,26.2,0
2020-06-29,Monday,16,카페/디저트,17,26.2,0
2020-06-29,Monday,16,패스트푸드,38,26.2,0
2020-06-29,Monday,16,피자,19,26.2,0
2020-06-29,Monday,16,한식,17,26.2,0
2020-06-29,Monday,17,도시락,1,26.2,0
2020-06-29,Monday,17,돈까스/일식,25,26.2,0
2020-06-29,Monday,17,분식,44,26.2,0
2020-06-29,Monday,17,아시안/양식,5,26.2,0
2020-06-29,Monday,17,야식,17,26.2,0
2020-06-29,Monday,17,족발/보쌈,28,26.2,0
2020-06-29,Monday,17,중식,9,26.2,0
2020-06-29,Monday,17,찜탕,11,26.2,0
2020-06-29,Monday,17,치킨,96,26.2,0
2020-06-29,Monday,17,카페/디저트,21,26.2,0
2020-06-29,Monday,17,패스트푸드,40,26.2,0
2020-06-29,Monday,17,피자,13,26.2,0
2020-06-29,Monday,17,한식,40,26.2,0
2020-06-29,Monday,17,회,4,26.2,0
2020-06-29,Monday,18,도시락,5,26.1,0
2020-06-29,Monday,18,돈까스/일식,23,26.1,0
2020-06-29,Monday,18,분식,64,26.1,0
2020-06-29,Monday,18,아시안/양식,13,26.1,0
2020-06-29,Monday,18,야식,25,26.1,0
2020-06-29,Monday,18,족발/보쌈,54,26.1,0
2020-06-29,Monday,18,중식,20,26.1,0
2020-06-29,Monday,18,찜탕,14,26.1,0
2020-06-29,Monday,18,치킨,184,26.1,0
2020-06-29,Monday,18,카페/디저트,30,26.1,0
2020-06-29,Monday,18,패스트푸드,54,26.1,0
2020-06-29,Monday,18,피자,28,26.1,0
2020-06-29,Monday,18,한식,48,26.1,0
2020-06-29,Monday,18,회,4,26.1,0
2020-06-29,Monday,19,도시락,3,25.8,0
2020-06-29,Monday,19,돈까스/일식,43,25.8,0
2020-06-29,Monday,19,분식,63,25.8,0
2020-06-29,Monday,19,아시안/양식,14,25.8,0
2020-06-29,Monday,19,야식,32,25.8,0
2020-06-29,Monday,19,족발/보쌈,49,25.8,0
2020-06-29,Monday,19,중식,22,25.8,0
2020-06-29,Monday,19,찜탕,14,25.8,0
2020-06-29,Monday,19,치킨,197,25.8,0
2020-06-29,Monday,19,카페/디저트,49,25.8,0
2020-06-29,Monday,19,패스트푸드,46,25.8,0
2020-06-29,Monday,19,피자,33,25.8,0
2020-06-29,Monday,19,한식,75,25.8,0
2020-06-29,Monday,19,회,8,25.8,0
2020-06-29,Monday,20,도시락,2,25,0
2020-06-29,Monday,20,돈까스/일식,20,25,0
2020-06-29,Monday,20,분식,63,25,0
2020-06-29,Monday,20,아시안/양식,5,25,0
2020-06-29,Monday,20,야식,36,25,0
2020-06-29,Monday,20,족발/보쌈,37,25,0
2020-06-29,Monday,20,중식,18,25,0
2020-06-29,Monday,20,찜탕,5,25,0
2020-06-29,Monday,20,치킨,164,25,0
2020-06-29,Monday,20,카페/디저트,61,25,0
2020-06-29,Monday,20,패스트푸드,43,25,0
2020-06-29,Monday,20,피자,20,25,0
2020-06-29,Monday,20,한식,60,25,0
2020-06-29,Monday,20,회,9,25,0
2020-06-29,Monday,21,돈까스/일식,11,23.6,0.5
2020-06-29,Monday,21,분식,30,23.6,0.5
2020-06-29,Monday,21,아시안/양식,1,23.6,0.5
2020-06-29,Monday,21,야식,24,23.6,0.5
2020-06-29,Monday,21,족발/보쌈,21,23.6,0.5
2020-06-29,Monday,21,중식,4,23.6,0.5
2020-06-29,Monday,21,찜탕,6,23.6,0.5
2020-06-29,Monday,21,치킨,130,23.6,0.5
2020-06-29,Monday,21,카페/디저트,38,23.6,0.5
2020-06-29,Monday,21,패스트푸드,38,23.6,0.5
2020-06-29,Monday,21,피자,20,23.6,0.5
2020-06-29,Monday,21,한식,20,23.6,0.5
2020-06-29,Monday,21,회,5,23.6,0.5
2020-06-29,Monday,22,돈까스/일식,1,22.8,0.8
2020-06-29,Monday,22,분식,16,22.8,0.8
2020-06-29,Monday,22,야식,27,22.8,0.8
2020-06-29,Monday,22,족발/보쌈,22,22.8,0.8
2020-06-29,Monday,22,중식,3,22.8,0.8
2020-06-29,Monday,22,치킨,112,22.8,0.8
2020-06-29,Monday,22,카페/디저트,20,22.8,0.8
2020-06-29,Monday,22,패스트푸드,17,22.8,0.8
2020-06-29,Monday,22,피자,14,22.8,0.8
2020-06-29,Monday,22,한식,18,22.8,0.8
2020-06-29,Monday,22,회,3,22.8,0.8
2020-06-29,Monday,23,돈까스/일식,1,21.6,5
2020-06-29,Monday,23,분식,8,21.6,5
2020-06-29,Monday,23,아시안/양식,1,21.6,5
2020-06-29,Monday,23,야식,13,21.6,5
2020-06-29,Monday,23,족발/보쌈,14,21.6,5
2020-06-29,Monday,23,찜탕,1,21.6,5
2020-06-29,Monday,23,치킨,80,21.6,5
2020-06-29,Monday,23,패스트푸드,17,21.6,5
2020-06-29,Monday,23,피자,5,21.6,5
2020-06-29,Monday,23,한식,13,21.6,5
2020-06-29,Monday,23,회,3,21.6,5
2020-06-30,Tuesday,0,돈까스/일식,2,20.6,5.6
2020-06-30,Tuesday,0,분식,4,20.6,5.6
2020-06-30,Tuesday,0,야식,10,20.6,5.6
2020-06-30,Tuesday,0,족발/보쌈,8,20.6,5.6
2020-06-30,Tuesday,0,중식,4,20.6,5.6
2020-06-30,Tuesday,0,치킨,55,20.6,5.6
2020-06-30,Tuesday,0,패스트푸드,4,20.6,5.6
2020-06-30,Tuesday,0,피자,2,20.6,5.6
2020-06-30,Tuesday,0,한식,9,20.6,5.6
2020-06-30,Tuesday,0,회,2,20.6,5.6
2020-06-30,Tuesday,1,야식,5,19.6,13.3
2020-06-30,Tuesday,1,족발/보쌈,8,19.6,13.3
2020-06-30,Tuesday,1,중식,1,19.6,13.3
2020-06-30,Tuesday,1,치킨,32,19.6,13.3
2020-06-30,Tuesday,1,패스트푸드,6,19.6,13.3
2020-06-30,Tuesday,1,피자,1,19.6,13.3
2020-06-30,Tuesday,1,한식,3,19.6,13.3
2020-06-30,Tuesday,2,야식,1,19.2,10.8
2020-06-30,Tuesday,2,치킨,4,19.2,10.8
2020-06-30,Tuesday,2,패스트푸드,3,19.2,10.8
2020-06-30,Tuesday,2,한식,5,19.2,10.8
2020-06-30,Tuesday,3,패스트푸드,2,19.2,2.3
2020-06-30,Tuesday,3,한식,9,19.2,2.3
2020-06-30,Tuesday,4,패스트푸드,6,18.8,12.4
2020-06-30,Tuesday,4,한식,6,18.8,12.4
2020-06-30,Tuesday,5,패스트푸드,5,18.5,11
2020-06-30,Tuesday,5,한식,6,18.5,11
2020-06-30,Tuesday,6,패스트푸드,3,18.5,10.6
2020-06-30,Tuesday,6,한식,9,18.5,10.6
2020-06-30,Tuesday,7,패스트푸드,2,18.7,1.4
2020-06-30,Tuesday,7,한식,3,18.7,1.4
2020-06-30,Tuesday,8,카페/디저트,1,19,1.3
2020-06-30,Tuesday,8,패스트푸드,4,19,1.3
2020-06-30,Tuesday,8,한식,8,19,1.3
2020-06-30,Tuesday,9,패스트푸드,5,19.4,0.8
2020-06-30,Tuesday,9,한식,7,19.4,0.8
2020-06-30,Tuesday,10,도시락,1,19.9,0.1
2020-06-30,Tuesday,10,돈까스/일식,6,19.9,0.1
2020-06-30,Tuesday,10,분식,27,19.9,0.1
2020-06-30,Tuesday,10,아시안/양식,1,19.9,0.1
2020-06-30,Tuesday,10,족발/보쌈,3,19.9,0.1
2020-06-30,Tuesday,10,찜탕,1,19.9,0.1
2020-06-30,Tuesday,10,치킨,5,19.9,0.1
2020-06-30,Tuesday,10,카페/디저트,14,19.9,0.1
2020-06-30,Tuesday,10,패스트푸드,23,19.9,0.1
2020-06-30,Tuesday,10,한식,12,19.9,0.1
2020-06-30,Tuesday,11,도시락,8,20.6,0
2020-06-30,Tuesday,11,돈까스/일식,29,20.6,0
2020-06-30,Tuesday,11,분식,66,20.6,0
2020-06-30,Tuesday,11,아시안/양식,7,20.6,0
2020-06-30,Tuesday,11,족발/보쌈,8,20.6,0
2020-06-30,Tuesday,11,중식,25,20.6,0
2020-06-30,Tuesday,11,찜탕,5,20.6,0
2020-06-30,Tuesday,11,치킨,20,20.6,0
2020-06-30,Tuesday,11,카페/디저트,21,20.6,0
2020-06-30,Tuesday,11,패스트푸드,50,20.6,0
2020-06-30,Tuesday,11,피자,11,20.6,0
2020-06-30,Tuesday,11,한식,48,20.6,0
2020-06-30,Tuesday,11,회,1,20.6,0
2020-06-30,Tuesday,12,도시락,6,21.2,0
2020-06-30,Tuesday,12,돈까스/일식,25,21.2,0
2020-06-30,Tuesday,12,분식,44,21.2,0
2020-06-30,Tuesday,12,아시안/양식,5,21.2,0
2020-06-30,Tuesday,12,족발/보쌈,8,21.2,0
2020-06-30,Tuesday,12,중식,15,21.2,0
2020-06-30,Tuesday,12,치킨,19,21.2,0
2020-06-30,Tuesday,12,카페/디저트,30,21.2,0
2020-06-30,Tuesday,12,패스트푸드,48,21.2,0
2020-06-30,Tuesday,12,피자,14,21.2,0
2020-06-30,Tuesday,12,한식,43,21.2,0
2020-06-30,Tuesday,13,도시락,2,22,0
2020-06-30,Tuesday,13,돈까스/일식,20,22,0
2020-06-30,Tuesday,13,분식,35,22,0
2020-06-30,Tuesday,13,아시안/양식,8,22,0
2020-06-30,Tuesday,13,족발/보쌈,8,22,0
2020-06-30,Tuesday,13,중식,14,22,0
2020-06-30,Tuesday,13,찜탕,1,22,0
2020-06-30,Tuesday,13,치킨,27,22,0
2020-06-30,Tuesday,13,카페/디저트,29,22,0
2020-06-30,Tuesday,13,패스트푸드,35,22,0
2020-06-30,Tuesday,13,피자,17,22,0
2020-06-30,Tuesday,13,한식,32,22,0
2020-06-30,Tuesday,14,도시락,1,22.4,0
2020-06-30,Tuesday,14,돈까스/일식,17,22.4,0
2020-06-30,Tuesday,14,분식,27,22.4,0
2020-06-30,Tuesday,14,아시안/양식,3,22.4,0
2020-06-30,Tuesday,14,야식,3,22.4,0
2020-06-30,Tuesday,14,족발/보쌈,4,22.4,0
2020-06-30,Tuesday,14,중식,6,22.4,0
2020-06-30,Tuesday,14,치킨,33,22.4,0
2020-06-30,Tuesday,14,카페/디저트,37,22.4,0
2020-06-30,Tuesday,14,패스트푸드,27,22.4,0
2020-06-30,Tuesday,14,피자,13,22.4,0
2020-06-30,Tuesday,14,한식,18,22.4,0
2020-06-30,Tuesday,15,도시락,2,23.1,0
2020-06-30,Tuesday,15,돈까스/일식,10,23.1,0
2020-06-30,Tuesday,15,분식,24,23.1,0
2020-06-30,Tuesday,15,아시안/양식,3,23.1,0
2020-06-30,Tuesday,15,야식,6,23.1,0
2020-06-30,Tuesday,15,족발/보쌈,11,23.1,0
2020-06-30,Tuesday,15,중식,6,23.1,0
2020-06-30,Tuesday,15,찜탕,1,23.1,0
2020-06-30,Tuesday,15,치킨,41,23.1,0
2020-06-30,Tuesday,15,카페/디저트,23,23.1,0
2020-06-30,Tuesday,15,패스트푸드,37,23.1,0
2020-06-30,Tuesday,15,피자,10,23.1,0
2020-06-30,Tuesday,15,한식,10,23.1,0
2020-06-30,Tuesday,16,도시락,3,22.7,0
2020-06-30,Tuesday,16,돈까스/일식,16,22.7,0
2020-06-30,Tuesday,16,분식,30,22.7,0
2020-06-30,Tuesday,16,아시안/양식,3,22.7,0
2020-06-30,Tuesday,16,야식,10,22.7,0
2020-06-30,Tuesday,16,족발/보쌈,12,22.7,0
2020-06-30,Tuesday,16,중식,6,22.7,0
2020-06-30,Tuesday,16,찜탕,5,22.7,0
2020-06-30,Tuesday,16,치킨,53,22.7,0
2020-06-30,Tuesday,16,카페/디저트,32,22.7,0
2020-06-30,Tuesday,16,패스트푸드,31,22.7,0
2020-06-30,Tuesday,16,피자,15,22.7,0
2020-06-30,Tuesday,16,한식,16,22.7,0
2020-06-30,Tuesday,16,회,2,22.7,0
2020-06-30,Tuesday,17,도시락,2,22.5,0
2020-06-30,Tuesday,17,돈까스/일식,14,22.5,0
2020-06-30,Tuesday,17,분식,48,22.5,0
2020-06-30,Tuesday,17,아시안/양식,6,22.5,0
2020-06-30,Tuesday,17,야식,24,22.5,0
2020-06-30,Tuesday,17,족발/보쌈,37,22.5,0
2020-06-30,Tuesday,17,중식,8,22.5,0
2020-06-30,Tuesday,17,찜탕,8,22.5,0
2020-06-30,Tuesday,17,치킨,103,22.5,0
2020-06-30,Tuesday,17,카페/디저트,25,22.5,0
2020-06-30,Tuesday,17,패스트푸드,36,22.5,0
2020-06-30,Tuesday,17,피자,15,22.5,0
2020-06-30,Tuesday,17,한식,28,22.5,0
2020-06-30,Tuesday,17,회,3,22.5,0
2020-06-30,Tuesday,18,도시락,8,21.7,0
2020-06-30,Tuesday,18,돈까스/일식,29,21.7,0
2020-06-30,Tuesday,18,분식,84,21.7,0
2020-06-30,Tuesday,18,아시안/양식,11,21.7,0
2020-06-30,Tuesday,18,야식,25,21.7,0
2020-06-30,Tuesday,18,족발/보쌈,64,21.7,0
2020-06-30,Tuesday,18,중식,25,21.7,0
2020-06-30,Tuesday,18,찜탕,11,21.7,0
2020-06-30,Tuesday,18,치킨,161,21.7,0
2020-06-30,Tuesday,18,카페/디저트,28,21.7,0
2020-06-30,Tuesday,18,패스트푸드,45,21.7,0
2020-06-30,Tuesday,18,피자,45,21.7,0
2020-06-30,Tuesday,18,한식,62,21.7,0
2020-06-30,Tuesday,18,회,10,21.7,0
2020-06-30,Tuesday,19,도시락,3,20.6,0
2020-06-30,Tuesday,19,돈까스/일식,31,20.6,0
2020-06-30,Tuesday,19,분식,63,20.6,0
2020-06-30,Tuesday,19,아시안/양식,13,20.6,0
2020-06-30,Tuesday,19,야식,38,20.6,0
2020-06-30,Tuesday,19,족발/보쌈,82,20.6,0
2020-06-30,Tuesday,19,중식,16,20.6,0
2020-06-30,Tuesday,19,찜탕,17,20.6,0
2020-06-30,Tuesday,19,치킨,214,20.6,0
2020-06-30,Tuesday,19,카페/디저트,40,20.6,0
2020-06-30,Tuesday,19,패스트푸드,58,20.6,0
2020-06-30,Tuesday,19,피자,44,20.6,0
2020-06-30,Tuesday,19,한식,68,20.6,0
2020-06-30,Tuesday,19,회,7,20.6,0
2020-06-30,Tuesday,20,도시락,1,20,0
2020-06-30,Tuesday,20,돈까스/일식,21,20,0
2020-06-30,Tuesday,20,분식,49,20,0
2020-06-30,Tuesday,20,아시안/양식,8,20,0
2020-06-30,Tuesday,20,야식,22,20,0
2020-06-30,Tuesday,20,족발/보쌈,56,20,0
2020-06-30,Tuesday,20,중식,14,20,0
2020-06-30,Tuesday,20,찜탕,8,20,0
2020-06-30,Tuesday,20,치킨,168,20,0
2020-06-30,Tuesday,20,카페/디저트,38,20,0
2020-06-30,Tuesday,20,패스트푸드,50,20,0
2020-06-30,Tuesday,20,피자,34,20,0
2020-06-30,Tuesday,20,한식,44,20,0
2020-06-30,Tuesday,20,회,10,20,0
2020-06-30,Tuesday,21,돈까스/일식,8,18.9,0.5
2020-06-30,Tuesday,21,분식,35,18.9,0.5
2020-06-30,Tuesday,21,아시안/양식,2,18.9,0.5
2020-06-30,Tuesday,21,야식,13,18.9,0.5
2020-06-30,Tuesday,21,족발/보쌈,37,18.9,0.5
2020-06-30,Tuesday,21,중식,6,18.9,0.5
2020-06-30,Tuesday,21,찜탕,3,18.9,0.5
2020-06-30,Tuesday,21,치킨,109,18.9,0.5
2020-06-30,Tuesday,21,카페/디저트,22,18.9,0.5
2020-06-30,Tuesday,21,패스트푸드,39,18.9,0.5
2020-06-30,Tuesday,21,피자,23,18.9,0.5
2020-06-30,Tuesday,21,한식,27,18.9,0.5
2020-06-30,Tuesday,21,회,5,18.9,0.5
2020-06-30,Tuesday,22,돈까스/일식,4,18.6,0.2
2020-06-30,Tuesday,22,분식,27,18.6,0.2
2020-06-30,Tuesday,22,아시안/양식,1,18.6,0.2
2020-06-30,Tuesday,22,야식,18,18.6,0.2
2020-06-30,Tuesday,22,족발/보쌈,27,18.6,0.2
2020-06-30,Tuesday,22,중식,1,18.6,0.2
2020-06-30,Tuesday,22,찜탕,1,18.6,0.2
2020-06-30,Tuesday,22,치킨,109,18.6,0.2
2020-06-30,Tuesday,22,카페/디저트,17,18.6,0.2
2020-06-30,Tuesday,22,패스트푸드,27,18.6,0.2
2020-06-30,Tuesday,22,피자,14,18.6,0.2
2020-06-30,Tuesday,22,한식,14,18.6,0.2
