2019-08-09,양천구,신정동,193
2019-08-09,영등포구,대림동,344
2019-08-09,영등포구,도림동,17
2019-08-09,영등포구,신길동,551
2019-08-09,영등포구,여의도동,1
2019-08-09,영등포구,영등포동,105
2019-08-09,영등포구,영등포동1가,31
2019-08-09,은평구,갈현동,328
2019-08-09,은평구,대조동,153
2019-08-09,은평구,불광동,7
2019-08-09,은평구,신사동,23
2019-08-09,은평구,역촌동,14
2019-08-10,강북구,미아동,6
2019-08-10,강서구,가양동,10
2019-08-10,강서구,공항동,5
2019-08-10,강서구,내발산동,14
2019-08-10,강서구,등촌동,13
2019-08-10,강서구,마곡동,9
2019-08-10,강서구,방화동,4
2019-08-10,강서구,염창동,11
2019-08-10,강서구,화곡동,122
2019-08-10,구로구,개봉동,905
2019-08-10,구로구,고척동,520
2019-08-10,구로구,구로동,214
2019-08-10,구로구,궁동,35
2019-08-10,구로구,오류동,563
2019-08-10,구로구,온수동,6
2019-08-10,구로구,천왕동,39
2019-08-10,금천구,독산동,76
2019-08-10,노원구,상계동,28
2019-08-10,도봉구,도봉동,84
2019-08-10,도봉구,방학동,204
2019-08-10,도봉구,쌍문동,39
2019-08-10,도봉구,창동,179
2019-08-10,동작구,대방동,15
2019-08-10,동작구,신대방동,16
2019-08-10,마포구,망원동,40
2019-08-10,서대문구,홍은동,14
2019-08-10,성북구,길음동,1
2019-08-10,성북구,동소문동1가,9
2019-08-10,성북구,정릉동,14
2019-08-10,양천구,목동,69
2019-08-10,양천구,신월동,25
2019-08-10,양천구,신정동,58
2019-08-10,영등포구,대림동,325
2019-08-10,영등포구,도림동,7
2019-08-10,영등포구,신길동,711
2019-08-10,영등포구,영등포동,137
2019-08-10,영등포구,영등포동1가,47
2019-08-10,은평구,갈현동,428
2019-08-10,은평구,구산동,3
2019-08-10,은평구,대조동,185
2019-08-10,은평구,불광동,11
2019-08-10,은평구,신사동,3
2019-08-10,은평구,역촌동,23
2019-08-11,강북구,미아동,7
2019-08-11,강서구,가양동,2
2019-08-11,강서구,공항동,8
2019-08-11,강서구,내발산동,19
2019-08-11,강서구,등촌동,7
2019-08-11,강서구,마곡동,13
2019-08-11,강서구,방화동,3
2019-08-11,강서구,염창동,18
2019-08-11,강서구,화곡동,177
2019-08-11,구로구,개봉동,1071
2019-08-11,구로구,고척동,583
2019-08-11,구로구,구로동,222
2019-08-11,구로구,궁동,54
2019-08-11,구로구,오류동,644
2019-08-11,구로구,온수동,6
2019-08-11,구로구,천왕동,61
2019-08-11,금천구,독산동,93
2019-08-11,노원구,공릉동,1
2019-08-11,노원구,상계동,28
2019-08-11,도봉구,도봉동,99
2019-08-11,도봉구,방학동,208
2019-08-11,도봉구,쌍문동,119
2019-08-11,도봉구,창동,122
2019-08-11,동작구,대방동,24
2019-08-11,동작구,신대방동,5
2019-08-11,마포구,망원동,64
2019-08-11,마포구,연남동,1
2019-08-11,서대문구,홍은동,14
2019-08-11,성북구,길음동,4
2019-08-11,성북구,동소문동1가,16
2019-08-11,성북구,정릉동,13
2019-08-11,양천구,목동,59
2019-08-11,양천구,신월동,14
2019-08-11,양천구,신정동,72
2019-08-11,영등포구,대림동,474
2019-08-11,영등포구,도림동,26
2019-08-11,영등포구,신길동,812
2019-08-11,영등포구,영등포동,184
2019-08-11,영등포구,영등포동1가,39
2019-08-11,은평구,갈현동,525
2019-08-11,은평구,구산동,3
2019-08-11,은평구,대조동,138
2019-08-11,은평구,불광동,6
2019-08-11,은평구,신사동,14
2019-08-11,은평구,역촌동,20
2019-08-12,강북구,미아동,8
2019-08-12,강서구,가양동,1
2019-08-12,강서구,공항동,7
2019-08-12,강서구,내발산동,9
2019-08-12,강서구,등촌동,6
2019-08-12,강서구,마곡동,4
2019-08-12,강서구,방화동,4
2019-08-12,강서구,염창동,4
2019-08-12,강서구,화곡동,103
2019-08-12,구로구,개봉동,656
2019-08-12,구로구,고척동,326
2019-08-12,구로구,구로동,138
2019-08-12,구로구,궁동,29
2019-08-12,구로구,오류동,321
2019-08-12,구로구,온수동,4
2019-08-12,구로구,천왕동,34
2019-08-12,금천구,독산동,61
2019-08-12,노원구,상계동,17
2019-08-12,도봉구,도봉동,71
2019-08-12,도봉구,방학동,95
2019-08-12,도봉구,쌍문동,37
2019-08-12,도봉구,창동,82
2019-08-12,동작구,대방동,22
2019-08-12,동작구,신대방동,7
2019-08-12,마포구,망원동,36
2019-08-12,서대문구,홍은동,5
2019-08-12,성북구,길음동,3
2019-08-12,성북구,동소문동1가,10
2019-08-12,성북구,정릉동,16
2019-08-12,양천구,목동,54
2019-08-12,양천구,신월동,8
2019-08-12,양천구,신정동,41
2019-08-12,영등포구,대림동,224
2019-08-12,영등포구,도림동,14
2019-08-12,영등포구,신길동,360
2019-08-12,영등포구,영등포동,148
2019-08-12,영등포구,영등포동1가,5
2019-08-12,은평구,갈현동,338
2019-08-12,은평구,구산동,5
2019-08-12,은평구,대조동,125
2019-08-12,은평구,불광동,4
2019-08-12,은평구,신사동,2
2019-08-12,은평구,역촌동,22
2019-08-13,강북구,미아동,6
2019-08-13,강서구,가양동,6
2019-08-13,강서구,공항동,6
2019-08-13,강서구,내발산동,6
2019-08-13,강서구,등촌동,4
2019-08-13,강서구,마곡동,4
2019-08-13,강서구,방화동,3
2019-08-13,강서구,염창동,2
2019-08-13,강서구,화곡동,118
2019-08-13,구로구,개봉동,592
2019-08-13,구로구,고척동,391
2019-08-13,구로구,구로동,117
2019-08-13,구로구,궁동,21
2019-08-13,구로구,오류동,371
2019-08-13,구로구,온수동,4
2019-08-13,구로구,천왕동,17
2019-08-13,금천구,독산동,49
2019-08-13,노원구,상계동,11
2019-08-13,도봉구,도봉동,55
2019-08-13,도봉구,방학동,141
2019-08-13,도봉구,쌍문동,60
2019-08-13,도봉구,창동,105
2019-08-13,동작구,대방동,5
2019-08-13,동작구,신대방동,5
2019-08-13,마포구,망원동,8
2019-08-13,서대문구,홍은동,3
2019-08-13,성북구,길음동,2
2019-08-13,성북구,동소문동1가,8
2019-08-13,성북구,정릉동,17
2019-08-13,양천구,목동,39
2019-08-13,양천구,신월동,9
2019-08-13,양천구,신정동,43
2019-08-13,영등포구,대림동,138
2019-08-13,영등포구,도림동,2
2019-08-13,영등포구,신길동,422
2019-08-13,영등포구,영등포동,93
2019-08-13,영등포구,영등포동1가,34
2019-08-13,은평구,갈현동,237
2019-08-13,은평구,구산동,1
2019-08-13,은평구,대조동,162
2019-08-13,은평구,불광동,6
2019-08-13,은평구,신사동,2
2019-08-13,은평구,역촌동,20
2019-08-14,강북구,미아동,7
2019-08-14,강서구,가양동,2
2019-08-14,강서구,내발산동,7
2019-08-14,강서구,등촌동,4
2019-08-14,강서구,마곡동,4
2019-08-14,강서구,방화동,2
2019-08-14,강서구,염창동,4
2019-08-14,강서구,화곡동,121
2019-08-14,구로구,개봉동,546
2019-08-14,구로구,고척동,482
2019-08-14,구로구,구로동,181
2019-08-14,구로구,궁동,28
2019-08-14,구로구,오류동,464
2019-08-14,구로구,온수동,4
2019-08-14,구로구,천왕동,28
2019-08-14,금천구,독산동,59
2019-08-14,노원구,상계동,13
2019-08-14,도봉구,도봉동,72
2019-08-14,도봉구,방학동,176
2019-08-14,도봉구,쌍문동,62
2019-08-14,도봉구,창동,119
2019-08-14,동작구,대방동,11
2019-08-14,동작구,신대방동,11
2019-08-14,마포구,망원동,40
2019-08-14,마포구,연남동,1
2019-08-14,서대문구,홍은동,10
2019-08-14,성북구,길음동,2
2019-08-14,성북구,동소문동1가,10
2019-08-14,성북구,정릉동,15
2019-08-14,양천구,목동,50
2019-08-14,양천구,신월동,9
2019-08-14,양천구,신정동,31
2019-08-14,영등포구,대림동,153
2019-08-14,영등포구,도림동,11
2019-08-14,영등포구,신길동,505
2019-08-14,영등포구,영등포동,92
2019-08-14,영등포구,영등포동1가,39
2019-08-14,은평구,갈현동,283
2019-08-14,은평구,구산동,3
2019-08-14,은평구,대조동,125
2019-08-14,은평구,불광동,13
2019-08-14,은평구,신사동,6
2019-08-14,은평구,역촌동,15
2019-08-15,강북구,미아동,16
2019-08-15,강서구,가양동,7
2019-08-15,강서구,공항동,3
2019-08-15,강서구,내발산동,11
2019-08-15,강서구,등촌동,6
2019-08-15,강서구,마곡동,10
2019-08-15,강서구,방화동,2
2019-08-15,강서구,염창동,3
2019-08-15,강서구,화곡동,201
2019-08-15,구로구,개봉동,887
2019-08-15,구로구,고척동,714
2019-08-15,구로구,구로동,242
2019-08-15,구로구,궁동,28
2019-08-15,구로구,오류동,529
2019-08-15,구로구,온수동,6
2019-08-15,구로구,천왕동,34
2019-08-15,금천구,독산동,115
2019-08-15,노원구,상계동,34
2019-08-15,도봉구,도봉동,108
2019-08-15,도봉구,방학동,267
2019-08-15,도봉구,쌍문동,84
2019-08-15,도봉구,창동,151
2019-08-15,동작구,대방동,32
2019-08-15,동작구,신대방동,13
2019-08-15,마포구,망원동,59
2019-08-15,마포구,연남동,1
2019-08-15,서대문구,홍은동,3
2019-08-15,성북구,길음동,6
2019-08-15,성북구,동소문동1가,21
2019-08-15,성북구,정릉동,26
2019-08-15,양천구,목동,90
2019-08-15,양천구,신월동,17
2019-08-15,양천구,신정동,66
2019-08-15,영등포구,대림동,196
2019-08-15,영등포구,도림동,12
2019-08-15,영등포구,신길동,660
2019-08-15,영등포구,영등포동,163
2019-08-15,영등포구,영등포동1가,48
2019-08-15,은평구,갈현동,359
2019-08-15,은평구,구산동,5
2019-08-15,은평구,대조동,198
2019-08-15,은평구,불광동,15
2019-08-15,은평구,신사동,7
2019-08-15,은평구,역촌동,30
2019-08-16,강북구,미아동,1
2019-08-16,강서구,가양동,7
2019-08-16,강서구,공항동,4
2019-08-16,강서구,내발산동,20
2019-08-16,강서구,등촌동,6
2019-08-16,강서구,마곡동,14
2019-08-16,강서구,방화동,9
2019-08-16,강서구,염창동,4
2019-08-16,강서구,화곡동,147
2019-08-16,구로구,개봉동,682
2019-08-16,구로구,고척동,479
2019-08-16,구로구,구로동,160
2019-08-16,구로구,궁동,21
2019-08-16,구로구,오류동,409
2019-08-16,구로구,온수동,4
2019-08-16,구로구,천왕동,30
2019-08-16,금천구,독산동,50
2019-08-16,노원구,상계동,18
2019-08-16,도봉구,도봉동,91
2019-08-16,도봉구,방학동,169
2019-08-16,도봉구,쌍문동,27
2019-08-16,도봉구,창동,102
2019-08-16,동작구,대방동,19
2019-08-16,동작구,신대방동,8
2019-08-16,마포구,망원동,49
2019-08-16,마포구,연남동,1
2019-08-16,서대문구,홍은동,3
2019-08-16,성북구,길음동,5
2019-08-16,성북구,동소문동1가,18
2019-08-16,성북구,정릉동,15
2019-08-16,양천구,목동,51
2019-08-16,양천구,신월동,6
2019-08-16,양천구,신정동,27
2019-08-16,영등포구,대림동,154
2019-08-16,영등포구,도림동,1
2019-08-16,영등포구,신길동,470
2019-08-16,영등포구,영등포동,112
2019-08-16,영등포구,영등포동1가,33
2019-08-16,은평구,갈현동,310
2019-08-16,은평구,구산동,4
2019-08-16,은평구,대조동,128
2019-08-16,은평구,불광동,8
2019-08-16,은평구,신사동,5
2019-08-16,은평구,역촌동,11
2019-08-17,강북구,미아동,4
2019-08-17,강서구,가양동,6
2019-08-17,강서구,공항동,6
2019-08-17,강서구,내발산동,5
2019-08-17,강서구,등촌동,6
2019-08-17,강서구,마곡동,8
2019-08-17,강서구,방화동,5
2019-08-17,강서구,염창동,4
2019-08-17,강서구,화곡동,181
2019-08-17,구로구,개봉동,792
2019-08-17,구로구,고척동,462
2019-08-17,구로구,구로동,201
2019-08-17,구로구,궁동,28
2019-08-17,구로구,오류동,480
2019-08-17,구로구,온수동,6
2019-08-17,구로구,천왕동,35
2019-08-17,금천구,독산동,58
2019-08-17,금천구,시흥동,11
2019-08-17,노원구,상계동,17
2019-08-17,도봉구,도봉동,86
2019-08-17,도봉구,방학동,182
2019-08-17,도봉구,쌍문동,45
2019-08-17,도봉구,창동,135
2019-08-17,동작구,대방동,22
2019-08-17,동작구,신대방동,13
2019-08-17,마포구,망원동,60
2019-08-17,서대문구,남가좌동,1
2019-08-17,서대문구,홍은동,2
2019-08-17,성북구,길음동,4
2019-08-17,성북구,동소문동1가,22
2019-08-17,성북구,정릉동,22
2019-08-17,송파구,가락동,4
2019-08-17,송파구,문정동,7
2019-08-17,송파구,방이동,6
2019-08-17,송파구,송파동,4
2019-08-17,송파구,오금동,1
2019-08-17,양천구,목동,31
2019-08-17,양천구,신월동,15
2019-08-17,양천구,신정동,51
2019-08-17,영등포구,대림동,164
2019-08-17,영등포구,도림동,3
2019-08-17,영등포구,신길동,603
2019-08-17,영등포구,영등포동,142
2019-08-17,영등포구,영등포동1가,40
2019-08-17,은평구,갈현동,378
2019-08-17,은평구,구산동,2
2019-08-17,은평구,대조동,144
2019-08-17,은평구,불광동,12
2019-08-17,은평구,신사동,2
2019-08-17,은평구,역촌동,26
2019-08-18,강북구,미아동,4
2019-08-18,강서구,가양동,7
2019-08-18,강서구,공항동,8
2019-08-18,강서구,내발산동,9
2019-08-18,강서구,등촌동,15
2019-08-18,강서구,마곡동,9
2019-08-18,강서구,방화동,10
2019-08-18,강서구,염창동,6
2019-08-18,강서구,화곡동,204
2019-08-18,구로구,개봉동,718
2019-08-18,구로구,고척동,583
2019-08-18,구로구,구로동,212
2019-08-18,구로구,궁동,36
2019-08-18,구로구,오류동,524
2019-08-18,구로구,온수동,3
2019-08-18,구로구,천왕동,40
2019-08-18,금천구,독산동,80
2019-08-18,금천구,시흥동,12
2019-08-18,노원구,상계동,27
2019-08-18,도봉구,도봉동,74
2019-08-18,도봉구,방학동,169
2019-08-18,도봉구,쌍문동,37
2019-08-18,도봉구,창동,92
2019-08-18,동작구,대방동,36
2019-08-18,동작구,신대방동,5
2019-08-18,마포구,망원동,40
2019-08-18,서대문구,남가좌동,2
2019-08-18,서대문구,홍은동,5
2019-08-18,성북구,길음동,5
2019-08-18,성북구,동소문동1가,17
2019-08-18,성북구,정릉동,17
2019-08-18,송파구,가락동,7
2019-08-18,송파구,문정동,5
2019-08-18,송파구,방이동,20
2019-08-18,송파구,석촌동,1
2019-08-18,송파구,송파동,5
2019-08-18,송파구,오금동,4
2019-08-18,양천구,목동,35
2019-08-18,양천구,신월동,12
2019-08-18,양천구,신정동,66
2019-08-18,영등포구,대림동,199
2019-08-18,영등포구,도림동,4
2019-08-18,영등포구,신길동,637
2019-08-18,영등포구,영등포동,139
2019-08-18,영등포구,영등포동1가,44
2019-08-18,은평구,갈현동,394
2019-08-18,은평구,구산동,2
2019-08-18,은평구,대조동,74
2019-08-18,은평구,불광동,11
2019-08-18,은평구,신사동,9
2019-08-18,은평구,역촌동,19
2019-08-19,강북구,미아동,2
