2019-08,128660,0
2019-09,139989,0
2019-10,162336,0
2019-11,158584,0
2019-12,162427,0
2020-01,153441,7
2020-02,161649,70
2020-03,170074,369
2020-04,159809,143
2020-05,166242,217
2020-06,161453,434
2020-07,159449,269
2020-08,188558,2240
2020-09,152301,1178
2020-10,151332,651
2020-11,214661,2700
2020-12,271089,8811
2021-01,192632,4272
2021-02,163799,3645
2021-03,115006,3654
2021-04,64659,5484
2021-05,65076,5781
2021-06,63847,5917
2021-07,75647,13822
2021-08,67525,14386
